timestamp,base_lat,base_lon,rover_lat,rover_lon,x_diff,y_diff,distance
946689061.6681061,-7.283593333333333,112.79667616666667,-7.2835865,112.79666,-1.7831456963792798,0.7598319986958845,1.9382861606992217
946689062.6732231,-7.283593333333333,112.79667616666667,-7.2835865,112.79666,-1.7831456963792798,0.7598319986958845,1.9382861606992217
946689063.6777579,-7.283593333333333,112.79667616666667,-7.283586166666667,112.79666016666667,-1.7647627517603797,0.7968969742492515,1.936345102911276
946689064.6822958,-7.2835936666666665,112.79667666666667,-7.283585666666666,112.79666066666667,-1.76476275208844,0.8895594131820498,1.9762852832371032
946689065.6868266,-7.2835936666666665,112.796677,-7.2835845,112.796661,-1.7647627543848614,1.0192868275694542,2.0379728202605265
946689066.6918982,-7.2835936666666665,112.796677,-7.283582833333333,112.79666116666667,-1.7463798123220962,1.2046117053362897,2.1215399618011825
946689067.6963856,-7.2835936666666665,112.796677,-7.2835805,112.79666216666666,-1.6360821445198441,1.4640665341110985,2.1955080505251483
946689068.700874,-7.283593166666667,112.7966775,-7.2835795,112.79665683333333,-2.2794852385932702,1.5196639974905295,2.739604281321212
946689069.704117,-7.283593166666667,112.7966775,-7.283579333333333,112.7966545,-2.5368464749723567,1.538196485316594,2.9667555452075915
946689070.7097262,-7.283591166666667,112.79667516666666,-7.2835805,112.79665133333333,-2.628761204542629,1.1860792175102257,2.8839503082955646
946689071.71417,-7.283590666666667,112.7966735,-7.283580833333334,112.796651,-2.4816976414642187,1.0934167786761884,2.711896649125788
946689072.7197516,-7.283590666666667,112.7966735,-7.2835815,112.79665083333333,-2.500080585051097,1.0192868275694542,2.6998793618615697
946689073.7239302,-7.283590333333334,112.79667333333333,-7.283581833333334,112.79664933333333,-2.6471441485088265,0.94515687646272,2.810817259109757
946689074.7304828,-7.283590333333334,112.79667333333333,-7.283582,112.7966475,-2.8493565477335245,0.9266243887354169,2.996241895093117
946689075.733555,-7.283590333333334,112.79667333333333,-7.2835825,112.79664616666666,-2.9964201110602837,0.8710269254547467,3.120452112568573
946689076.7387792,-7.283590333333334,112.79667333333333,-7.283581166666667,112.7966425,-3.4008449153259104,1.0192868275694542,3.5503086872770235
946689077.743773,-7.283590333333334,112.79667333333333,-7.2835815,112.79663933333333,-3.750120878970901,0.982221852016087,3.8766179039816904
946689078.7490892,-7.283590333333334,112.79667333333333,-7.283581833333334,112.79663766666667,-3.9339503318988074,0.94515687646272,4.045897519089121
946689079.7541311,-7.283590333333334,112.79667333333333,-7.283581666666667,112.79663566666666,-4.1545456794251345,0.9636893642887839,4.264850172429669
946689080.7585936,-7.283589666666667,112.79667333333333,-7.283581833333334,112.796632,-4.558970481551536,0.8710269253559857,4.6414329421368725
946689081.7634308,-7.283588333333333,112.79667283333333,-7.283581833333334,112.79662966666666,-4.761182890104328,0.7227670231425173,4.815729922116117
946689082.7689767,-7.283588333333333,112.79667283333333,-7.283582333333333,112.796629,-4.834714669300979,0.6671695598618471,4.880530827190863
946689083.7739648,-7.283588333333333,112.79667283333333,-7.283582833333333,112.79662816666666,-4.926629393868336,0.6115720965811768,4.964443333732815
946689084.9412647,-7.283588333333333,112.79667283333333,-7.283581666666667,112.79662516666667,-5.257522418858713,0.7412995109685813,5.309526056981379
946689085.9460255,-7.283588333333333,112.79667283333333,-7.283581833333334,112.79662116666667,-5.6987131108061595,0.7227670231425173,5.744364480864381
946689086.9539771,-7.283588333333333,112.79667283333333,-7.283582,112.79661883333333,-5.956074347891513,0.7042345354152142,5.997563498495268
946689087.9584196,-7.283588333333333,112.79667283333333,-7.283583166666666,112.79661716666666,-6.139903794599948,0.5745071210278098,6.166723363266306
946689088.9628623,-7.283588333333333,112.79667283333333,-7.283584833333333,112.79661516666667,-6.36049912812674,0.3891822432609742,6.372394524617152
946689090.1311198,-7.283588333333333,112.79667283333333,-7.283584666666667,112.79661116666666,-6.801689820839661,0.40771473098827726,6.813898716651041
946689091.135688,-7.283588333333333,112.79667283333333,-7.283586666666666,112.796609,-7.04066809553047,0.18532487776683557,7.043106739340243
946689092.1410756,-7.283588333333333,112.79667283333333,-7.283587666666667,112.7966065,-7.316412269549232,0.07412995110673423,7.316787802558007
946689093.1469774,-7.283588333333333,112.79667283333333,-7.2835893333333335,112.79660516666667,-7.4634758185039685,-0.11119492666010133,7.4643040938260565
946689094.1516231,-7.283588333333333,112.79667283333333,-7.283588833333333,112.796603,-7.702454111952298,-0.055597463280670195,7.702654764732358
946689095.1557238,-7.283588333333333,112.79667283333333,-7.283588166666667,112.796599,-8.143644807487902,0.01853248772730309,8.143665894646345
946689096.1594222,-7.283588333333333,112.79667283333333,-7.283587166666667,112.79659366666667,-8.731899069782344,0.12972741438740443,8.732862678807528
946689097.1617637,-7.283588333333333,112.79667283333333,-7.283588333333333,112.796591,-9.026026183859031,0.0,9.026026183859031
946689098.1665691,-7.283588333333333,112.79667283333333,-7.283590666666667,112.7965895,-9.191472669564943,-0.2594548288735698,9.195133856751902
946689099.1708461,-7.283582,112.79667483333333,-7.2835895,112.79658766666667,-9.6142804917094,-0.8339619498026187,9.650382474647444
946689100.1749818,-7.283582,112.79667483333333,-7.2835893333333335,112.796585,-9.908407622252911,-0.8154294620753155,9.941904586966224
946689101.1795074,-7.283582,112.79667483333333,-7.2835893333333335,112.79658116666667,-10.331215367586871,-0.8154294620753155,10.363345800420035
946689102.1835669,-7.283582,112.79667483333333,-7.283589666666667,112.79657733333333,-10.754023110490024,-0.8524944376286827,10.787759722349278
946689103.1879634,-7.283582,112.79667483333333,-7.283590833333333,112.7965735,-11.176830842690219,-0.982221852016087,11.219906748841064
946689104.1925081,-7.283582,112.79667483333333,-7.283592333333333,112.79656983333334,-11.581255622522203,-1.1490142419568585,11.638114775272747
946689105.1965667,-7.283582833333333,112.7966735,-7.283593833333334,112.79656716666666,-11.728319156668695,-1.2231441931623537,11.79192740640599
946689106.2011273,-7.283582833333333,112.7966735,-7.2835955,112.79656466666667,-12.004063314453008,-1.4084690708304284,12.086410599548671
946689107.2055316,-7.283582833333333,112.7966735,-7.2835965,112.79656216666666,-12.279807481910565,-1.5196639974905295,12.373481743553654
946689108.2100909,-7.283582833333333,112.7966735,-7.283595666666667,112.7965595,-12.57393461816207,-1.4270015586564924,12.654649944989494
946689109.2143308,-7.283582833333333,112.7966735,-7.2835955,112.796557,-12.849678800086144,-1.4084690708304284,12.926640336486091
946689110.2185856,-7.283582833333333,112.7966735,-7.283593333333333,112.79655016666666,-13.603379593632186,-1.1675467297829225,13.653391583583742
946689111.2226572,-7.283582833333333,112.7966735,-7.2835928333333335,112.79654466666666,-14.21001679968095,-1.1119492665022526,14.253456023662812
946689112.2268587,-7.283582833333333,112.7966735,-7.283593833333334,112.79654116666667,-14.596058635970481,-1.2231441931623537,14.647218487547567
946689113.2319614,-7.283582833333333,112.7966735,-7.283592666666666,112.796541,-14.614441600327664,-1.0934167786761884,14.65528790373217
946689114.235748,-7.283582833333333,112.7966735,-7.283588833333333,112.7965395,-14.779888173362497,-0.6671695598618471,14.794938649372861
946689115.2422342,-7.283582833333333,112.7966735,-7.283586333333333,112.79653783333333,-14.963717669512311,-0.3891822432609742,14.968777816219486
946689116.2476308,-7.283582833333333,112.7966735,-7.2835835,112.796537,-15.055632444559897,-0.07412995110673423,15.055814941587709
946689117.2517099,-7.2835825,112.796668,-7.2835815,112.79653583333334,-14.577675896583878,0.11119492656134039,14.578099974191959
946689118.2558044,-7.2835825,112.796668,-7.2835775,112.79653383333333,-14.798271311369305,0.5559746332017457,14.808711679199499
946689119.2606946,-7.2835825,112.796668,-7.283575833333333,112.79653366666666,-14.816654284594334,0.7412995109685813,14.835186859428157
946689120.2659137,-7.2835825,112.796668,-7.283574,112.7965325,-14.945334935166107,0.94515687646272,14.975191412647161
946689121.2708141,-7.2835825,112.796668,-7.283569833333333,112.79653183333333,-15.018866787977984,1.4084690708304284,15.084765318642319
946689122.2753779,-7.2835825,112.796668,-7.283563166666666,112.79653466666667,-14.70635681650289,2.1497685817990098,14.862652380029317
946689123.2795153,-7.2835825,112.796668,-7.283562333333333,112.79653033333334,-15.184313427548398,2.2424310206330467,15.349002285110389
946689124.2835902,-7.2835825,112.796668,-7.283558333333334,112.796531,-15.110781710993999,2.6872107271746914,15.347860613439043
946689125.2876099,-7.283582,112.79666533333334,-7.283554666666666,112.79653133333333,-14.77988875033742,3.039327994981059,15.089155911893357
946689126.2918692,-7.283582,112.79666533333334,-7.283552333333334,112.79653066666667,-14.85342057363413,3.298782823755868,15.21532355408732
