time,dt,gps_x,gps_y,lat,lon,accel_filtered,gyro_filtered_rad,gyro_filtered_deg,accel_raw,gyro_raw_rad,gyro_raw_deg,est_x,est_y,est_heading_deg,est_velocity,est_accel,accel_filter_effectiveness,gyro_filter_effectiveness,gps_updated,predict_count,gps_update_count,P_trace,K_matrix,innovation_vector
1749663505.4377463,0.04909992218017578,-0.018382946344549362,0.07412995109476461,-7.283554666666666,112.79651283333334,-0.022553086369023263,-0.01098640678257426,-0.629474740655407,-0.03231932821045036,0.0010546585006707763,0.060427480916030785,-0.014200359859610127,0.05715363379363998,-0.030965465461526162,-0.001108636402121606,0.0,0.7214471140147273,0.4093219396059291,True,2,2,8.529700265805092,"[[0.44639389912136357, -1.670685751329325e-07], [-1.6706857513293244e-07, 0.44577633628554586], [-7.086811337269781e-10, -2.617644084392157e-06], [0.022685240471847678, -6.137014545039277e-06], [-1.8405180917723946e-07, 4.9829027762229995e-11], [1.384193449359276e-14, 5.112757551355617e-11]]","[-0.004182586484939235, 0.01697631730112463]"
1749663505.490577,0.053253889083862305,-0.018382946344549362,0.07412995109476461,-7.283554666666666,112.79651283333334,-0.03438694905895684,0.003110901339208204,0.1782415172182258,0.005987898352049603,0.0025202021473835763,0.144396946564886,-0.016135481138924462,0.06472130616051004,-0.02147595741362498,-0.002193223013564406,8.679000496672013e-13,0.7214471140147273,0.4093219396059291,True,3,3,7.115026347091695,"[[0.3265908840685163, -1.0679110858366272e-06], [-1.0679110858366276e-06, 0.3239176112944948], [-4.274316745573374e-09, -1.006454368775761e-05], [0.05117952705533624, -2.056459617911979e-05], [-5.964690393133364e-05, 2.7288518616744375e-08], [1.7471531579495628e-11, 3.8209058994477144e-08]]","[-0.0022474652056248996, 0.00940864493425457]"
1749663505.5578306,0.0668950080871582,-0.018382946344549362,0.07412995109476461,-7.283554666666666,112.79651283333334,-0.03047969212496433,0.02498514996970936,1.431543643765763,-0.0035889082885753876,0.03542831857811636,2.029893129770993,-0.017000967955214812,0.06776887377342392,0.0742817398321729,-0.0029848694399257827,3.603241027413747e-10,0.7214471140147273,0.4093219396059291,True,4,4,6.931130500289266,"[[0.2711298845361526, 8.253269518129664e-07], [8.253269518129662e-07, 0.26321657778799074], [5.1915955794154785e-09, -2.557869284451803e-05], [0.09416629515469223, 1.1224279425642622e-05], [-0.0002124640631970782, -5.836424347777263e-08], [-6.411136974959549e-11, 1.96239998718817e-07]]","[-0.0013819783893345497, 0.006361077321340697]"
1749663505.6075263,0.04969644546508789,-0.018382946344549362,0.07412995109476461,-7.283554666666666,112.79651283333334,-0.019223325983030753,-0.00329046468187292,-0.1885297389081754,0.02992991495361208,-0.0009438101084830337,-0.0540763358778622,-0.017478743661024806,0.06944308843552283,0.06490315446810563,-0.002551977212516518,1.6087105086590736e-09,0.7214471140147273,0.4093219396059291,True,5,5,7.0767374916766785,"[[0.24074979030670154, 6.461279739071573e-06], [6.461279739071575e-06, 0.22872233373454076], [2.2759815116636514e-08, -3.523459594913366e-05], [0.12142641175728551, 6.921926699237592e-05], [-0.0003777129525134302, -3.0878933796989145e-07], [-3.2578237488124883e-10, 3.8062158672839837e-07]]","[-0.0009042026835245562, 0.004686862659241786]"
1749663505.6639485,0.05688953399658203,-0.018382946344549362,0.07412995109476461,-7.283554666666666,112.79651283333334,0.006150092594165305,0.003963169635582645,0.22707289361328603,0.0011994950317371078,-0.0021428912739753212,-0.12277862595419808,-0.017795453429038093,0.0705149494032587,0.0778117515220264,-0.001566239344768692,3.3929261840953755e-09,0.7214471140147273,0.4093219396059291,True,6,6,7.373353320813418,"[[0.22640257283814744, 1.5283380144912208e-05], [1.5283380144912208e-05, 0.2076419402494865], [3.7735828495312964e-08, -4.3809177526514045e-05], [0.15875801833026143, 0.0001343869483291113], [-0.0006177616495411796, -6.477373319602278e-07], [-6.198931978268363e-10, 5.95516827143634e-07]]","[-0.0005874929155112694, 0.0036150016915059147]"
1749663505.7129438,0.048555850982666016,-0.018382946344549362,0.07412995109476461,-7.283554666666666,112.79651283333334,-0.014898245908352965,-0.005538050267797001,-0.31730690707606346,-0.008377311608887883,-0.030254683042738952,-1.7334656488549616,-0.01803526403380972,0.07126543565553023,0.06239555397961593,-0.0025624087241955884,5.546084704401945e-09,0.7214471140147273,0.4093219396059291,True,7,7,7.701416280036522,"[[0.21810550378913376, 2.2606035986353942e-05], [2.2606035986353952e-05, 0.19418219267831602], [5.243443658924916e-08, -5.3385331314067786e-05], [0.18524266652418012, 0.00017998555149675735], [-0.0008346578022037865, -9.411994429691696e-07], [-9.924238138480277e-10, 8.880701775307798e-07]]","[-0.0003476823107396408, 0.002864515439234383]"
1749663505.7664576,0.05347442626953125,-0.018382946344549362,0.07412995109476461,-7.283554666666666,112.79651283333334,0.0031065604463214967,-0.005862592147482805,-0.3359017870573026,0.037112519934080934,-1.1191424211251006e-05,-0.000641221374045209,-0.01821755901718832,0.0718215663891264,0.04442461095313239,-0.0019091136618411709,8.090320487267314e-09,0.7214471140147273,0.4093219396059291,True,8,8,8.053519928529152,"[[0.21642783757689305, 2.9417038556567173e-05], [2.9417038556567176e-05, 0.18534637585508074], [6.023936795365552e-08, -6.237969155006303e-05], [0.21785123865329367, 0.00020890664574668192], [-0.0011056984537095459, -1.162958446145652e-06], [-1.2536500063171265e-09, 1.2093170399319682e-06]]","[-0.00016538732736104053, 0.002308384705638211]"
1749663505.8129501,0.046510934829711914,-0.018382946344549362,0.07412995109476461,-7.283554666666666,112.79651283333334,0.0005689708576410591,0.004849420460743733,0.277851325485003,0.008382100012205962,-0.003075509958247096,-0.17621374045801463,-0.018347368533122365,0.07224932871868638,0.057339455893061046,-0.0020096208915155126,1.0882096784337934e-08,0.7214471140147273,0.4093219396059291,True,9,9,8.36974433122074,"[[0.21507727816217054, 3.3278973866048665e-05], [3.327897386604868e-05, 0.17943987564598687], [6.481293511900274e-08, -6.858868987088225e-05], [0.23831345012337746, 0.00022381412530884622], [-0.0013198331858904448, -1.3178620737924555e-06], [-1.4706511002903206e-09, 1.4981367965587349e-06]]","[-3.557781142699695e-05, 0.0018806223760782365]"
1749663505.8548014,0.04196929931640625,-0.018382946344549362,0.07412995109476461,-7.283554666666666,112.79651283333334,-0.004486493580791152,-0.003567858684678151,-0.20442324453115526,0.005987898352049603,-0.0034752036800778613,-0.1991145038167934,-0.018444129745205585,0.07258670362802216,0.048752531931454186,-0.002218874462530836,1.3699578688919982e-08,0.7214471140147273,0.4093219396059291,True,10,10,8.658663794619727,"[[0.21373071009200356, 3.571790149501099e-05], [3.571790149501099e-05, 0.1754435485526283], [6.924197818988735e-08, -7.369161079816348e-05], [0.25141864804376896, 0.0002353023736094232], [-0.0014882835491519034, -1.4564461674925804e-06], [-1.7089333132789864e-09, 1.7786053920316124e-06]]","[6.118340065622285e-05, 0.0015432474667424478]"
1749663505.897676,0.04271531105041504,-0.018382946344549362,0.07412995109476461,-7.283554666666666,112.79651283333334,0.010098355081170313,-0.008457451874053449,-0.4845762978182713,0.044295124914549566,-0.029721758080297936,-1.7029312977099234,-0.018510732450147425,0.07285740519133233,0.028047148711646708,-0.0016510077587481476,1.6444302396155624e-08,0.7214471140147273,0.4093219396059291,True,11,11,8.937663441622515,"[[0.2139855207690286, 3.605299247183018e-05], [3.6052992471830196e-05, 0.1727174853490096], [6.786218189582113e-08, -7.685047877361302e-05], [0.2657508299394549, 0.00023054402446632117], [-0.0016634235542574947, -1.4767539096149484e-06], [-1.768563369596105e-09, 2.009116110285395e-06]]","[0.0001277861055980628, 0.0012725459034322872]"
