time,dt,accel_filtered,gyro_filtered_rad,gyro_filtered_deg,accel_raw,gyro_raw_rad,gyro_raw_deg,accel_filter_effectiveness,gyro_filter_effectiveness,accel_cutoff_hz,gyro_cutoff_hz
1749661399.7908943,0.016854047775268555,-0.03679407732184817,-0.01719221849343748,-0.9850415601407302,-0.020384232934570035,-0.002839424199885763,-0.16268702290076487,0.645043953773223,0.6129170084714753,3.0,5.0
1749661399.849591,0.005150556564331055,0.03690465616141852,0.003655377360831183,0.20943769530329623,0.022711396948242535,-0.00017479938768067533,-0.010015267175573772,0.645043953773223,0.6129170084714753,3.0,5.0
1749661399.8892002,0.01165151596069336,0.019193083887622166,-0.0013990042133448866,-0.0801570369456818,-0.14248851760253878,-0.0005744931095114404,-0.03291603053435255,0.645043953773223,0.6129170084714753,3.0,5.0
1749661399.9326284,0.013976097106933594,-0.08067886457669948,-0.0008489586903567237,-0.04864174993839397,-0.039537846215820016,-0.0016403430343934755,-0.09398473282442898,0.645043953773223,0.6129170084714753,3.0,5.0
1749661399.9784482,0.012833595275878906,-0.08835047305352144,-0.0002814342327512391,-0.016124993747148486,-0.0036248213134763008,0.0020901317026936436,0.11975572519083834,0.645043953773223,0.6129170084714753,3.0,5.0
1749661400.022726,0.019239187240600586,-0.007869434464352829,-0.015856338783930873,-0.9085012908488391,-0.07305666945800748,0.001290744259032117,0.073954198473281,0.645043953773223,0.6129170084714753,3.0,5.0
1749661400.0667546,0.019649744033813477,-0.006530653961048269,0.00013385439651237034,0.007669291989429466,-0.02517263625488253,-0.00044126186890118795,-0.025282442748093104,0.645043953773223,0.6129170084714753,3.0,5.0
1749661400.1243103,0.00566864013671875,0.0003912633545646708,-0.017000157989048897,-0.9740373038281106,-0.01559582961425754,-0.002439730478054998,-0.1397862595419861,0.645043953773223,0.6129170084714753,3.0,5.0
1749661400.1621082,0.012241601943969727,0.001247689258461216,-0.001747549962006426,-0.10012723731121558,0.01792299362793004,0.000224894334150082,0.012885496183204559,0.645043953773223,0.6129170084714753,3.0,5.0
1749661400.2070425,0.01590251922607422,0.006192280267033058,0.0032054036395623344,0.1836561001827951,0.06820122849121124,-4.156814707042288e-05,-0.0023816793893143284,0.645043953773223,0.6129170084714753,3.0,5.0
1749661400.2671845,0.001190185546875,0.00039934296000363996,-0.000962675163560512,-0.05515722391408356,-0.1329117109619138,-0.004837892809039573,-0.27719083969465785,0.645043953773223,0.6129170084714753,3.0,5.0
1749661400.3070583,0.004554271697998047,-0.02736913276921995,-0.0032553263423612633,-0.18651646035505967,0.08496064011230497,-0.0013738805531729628,-0.07871755725190965,0.645043953773223,0.6129170084714753,3.0,5.0
1749661400.3435855,0.014927864074707031,0.03976948156756859,-0.00015367350234062342,-0.0088048431071115,0.1352388749755863,-0.0019068055156139805,-0.10925190839694787,0.645043953773223,0.6129170084714753,3.0,5.0
1749661400.3806212,0.0199127197265625,0.06084055606784605,-0.016915965191246607,-0.9692134118486411,0.00595198532714869,-0.0036388116435472854,-0.20848854961832197,0.645043953773223,0.6129170084714753,3.0,5.0
1749661400.4200926,0.0211336612701416,0.002264173665959695,-0.003472186722351466,-0.1989416448721016,-0.01559582961425754,-0.0011074180719524579,-0.06345038167939077,0.645043953773223,0.6129170084714753,3.0,5.0
1749661400.4694335,0.012111425399780273,0.04602778650450315,0.0009280502643712032,0.05317336332447022,0.25255475632324254,0.0006245880559808472,0.03578625954198334,0.645043953773223,0.6129170084714753,3.0,5.0
1749661400.5101538,0.014175176620483398,0.16259036476957783,-0.0018451339035370196,-0.10571838530916998,-0.03474944289550752,-0.00044126186890118795,-0.025282442748093104,0.645043953773223,0.6129170084714753,3.0,5.0
1749661400.5564232,0.010002374649047852,-0.051797030723847004,-0.011948413739519534,-0.6845936791505947,-0.04911465285644501,-0.00017479938768067533,-0.010015267175573772,0.645043953773223,0.6129170084714753,3.0,5.0
1749661400.5998178,0.008493185043334961,-0.06412064537449363,0.0024615365397415217,0.14103565484442585,0.025105598608398783,0.005154450236729488,0.29532824427480775,0.645043953773223,0.6129170084714753,3.0,5.0
1749661400.6384785,0.011325359344482422,-0.031879491466765886,0.003156539750631315,0.18085640557645166,0.015528791967773792,-0.0005744931095114404,-0.03291603053435255,0.645043953773223,0.6129170084714753,3.0,5.0
1749661400.680991,0.009259462356567383,0.028353219245681235,-0.014509206644705997,-0.8313163048248238,0.00595198532714869,-0.0011074180719524579,-0.06345038167939077,0.645043953773223,0.6129170084714753,3.0,5.0
1749661400.7182,0.011807441711425781,-0.0075531406080092765,0.000820095613337892,0.04698801744145388,-0.13051750930175754,-0.0016403430343934755,-0.09398473282442898,0.645043953773223,0.6129170084714753,3.0,5.0
1749661400.7578402,0.01748824119567871,-0.03584256665975778,-0.014864051590453183,-0.8516474225976862,-0.13051750930175754,0.001290744259032117,0.073954198473281,0.645043953773223,0.6129170084714753,3.0,5.0
1749661400.8280056,0.0018775463104248047,0.010014584954808116,0.020164014903558847,1.1553129520128136,0.0035577836669924423,0.001290744259032117,0.073954198473281,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661400.8529968,0.017629146575927734,0.010014584954808116,0.020164014903558847,1.1553129520128136,0.0035577836669924423,0.001290744259032117,0.073954198473281,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661400.9160545,0.003725767135620117,-0.024258221267464658,-0.004798062535994092,-0.2749087331522981,0.1519982865966799,-0.0169619357045727,-0.9718473282442761,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661400.9642477,0.007531881332397461,0.05399037546470516,-0.002387845104723823,-0.13681344663164913,0.6691458451904299,0.03166746711817007,1.8144122137404568,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.0204568,0.000978231430053711,0.28977591164961536,0.004314952915691644,0.24722859086680016,-0.20713196242675747,-0.000840955590731953,-0.04818320610687188,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.0682893,0.0015330314636230469,0.0404107381524898,-0.0025387007966257754,-0.14545684109315687,0.08256643845214873,-0.0033723491623267807,-0.19322137404580308,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.1167247,0.006575345993041992,-0.01574426059073381,0.0002031655671821237,0.011640529541917273,0.029894001928711278,0.002356594183914152,0.13502290076335743,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.165759,0.005743980407714844,-0.016382918595826537,-0.006529062135759866,-0.3740877045577117,0.0610186235107425,-0.03175060341231092,-1.8191755725190855,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.2221322,0.00133514404296875,0.009629189521103703,-0.012879793770596294,-0.7379578240540564,0.0610186235107425,0.001290744259032117,0.073954198473281,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.2575338,0.009973764419555664,0.015545487927384577,-0.0014512623057015821,-0.08315120508312533,-0.07305666945800748,0.0010242817778116121,0.05868702290076211,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.3183386,0.004038095474243164,0.0065601272327223395,-0.0006891481406820741,-0.03948527992037075,-0.01559582961425754,-0.002839424199885763,-0.16268702290076487,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.353016,0.0006821155548095703,-0.0032098420035246373,-0.007337292693250936,-0.4203959043754556,-0.0539030561767575,-0.029885366043767358,-1.712305343511452,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.3940036,0.012745857238769531,-0.011998281375020708,-0.004195618986937339,-0.2403912603964636,-0.1185465010009763,0.033532704486713624,1.9212824427480901,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.4486637,0.0017688274383544922,-0.011763639613072698,0.002670828314632583,0.15302719023248573,-0.0060190229736325485,0.0016904379808628783,0.09685496183205955,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.4876919,0.007951021194458008,-0.005939401379333575,-0.0012549181415727503,-0.07190151314651932,-0.027566837915038778,-0.003105886681106268,-0.17795419847328378,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.528924,0.010952949523925781,-0.001809992447479902,0.0021070132529787573,0.12072296677381322,-0.02517263625488253,0.003022750386965422,0.1731908396946551,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.5735924,0.010710716247558594,-0.03651813157574549,0.00185933872742236,0.10653226176652661,-0.013201627954101292,0.0006245880559808472,0.03578625954198334,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.6325073,0.004678010940551758,-0.0019905112065997307,-0.00226223244953872,-0.12961637163611062,0.0035577836669924423,-0.0025729617186652505,-0.14741984732824553,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.6511242,0.010807514190673828,0.019877997573983806,-0.0018047092796275195,-0.103402224970752,0.08256643845214873,-0.00017479938768067533,-0.010015267175573772,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.6890962,0.0008893013000488281,0.004807846408727985,0.0028762671444147324,0.16479796812710942,0.020317195288086287,9.166309353982956e-05,0.005251908396945115,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.7063582,0.016638517379760742,-0.005666317626305252,0.0014513237948910985,0.0831547281541703,-0.061085661157226245,-0.0012406493125627104,-0.07108396946565021,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.7416284,0.0077667236328125,-0.010078091741400725,-0.0015269788807016356,-0.08748944526981414,0.01792299362793004,0.0003581255747603345,0.020519083969464003,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.7596662,0.01794719696044922,0.006037894699012095,-0.00020476058307367814,-0.01173191722075964,0.05623022019043,0.001956900462083387,0.11212213740457865,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.8155923,0.00024509429931640625,-0.034413312452235195,-0.006539128239206983,-0.37466444980137353,-0.008413224633788796,-0.0312176784498699,-1.7886412213740475,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.8604126,0.0012145042419433594,-0.012958184329063798,-0.008690209456573441,-0.49791232494633486,-0.01559582961425754,-0.0007077243501216929,-0.04054961832061199,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.90392,0.003401041030883789,-0.0038079454029783548,0.001810435508052893,0.10373031369205372,-0.19037255080566373,0.0014239754996423696,0.08158778625954045,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.9436045,0.007926464080810547,-0.041726408649185295,-0.007327869492444251,-0.4198559947397283,-0.0036248213134763008,-0.03135090969048015,-1.7962748091603065,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661401.9850314,0.005483388900756836,-0.02294157039524325,-0.02759449399268661,-1.5810480435800467,-0.041932047875976264,-0.005770511493311356,-0.3306259541984749,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661402.0266497,0.006472110748291016,-0.026388709355620762,-0.01502276370398226,-0.8607409568605034,-0.04432624953613251,-0.0020400367562242406,-0.11688549618320776,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661402.0692654,0.007264852523803711,0.019233061032862764,-0.0003266955971853395,-0.01871827890422597,-0.0060190229736325485,-0.00030803062829093554,-0.01764885496183366,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661402.113238,0.00905156135559082,0.02223063630006642,-0.0012679814087776461,-0.07264998322401152,-0.10178708937988246,-0.0013738805531729628,-0.07871755725190965,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661402.1758459,0.004662752151489258,-0.008077239438159786,-0.0020563926385221655,-0.1178226192090916,-0.1329117109619138,-0.00030803062829093554,-0.01764885496183366,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661402.1958656,0.01772928237915039,-0.02731885756644517,-0.00048450406136533845,-0.02776003787318134,0.03947080856933627,0.002889519146355166,0.16555725190839543,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661402.2540774,0.003077983856201172,0.004752357046259821,0.004579952154393748,0.26241192881861053,0.010740388647461296,0.0027562879057449136,0.157923664122136,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661402.2927473,0.012243032455444336,-0.07925188327190857,0.00304046077984183,0.17420557045999183,-0.31726523879394497,-0.007768980102465166,-0.44512977099236783,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661402.3303645,0.0193021297454834,-0.12094007121235938,0.00017109596764218742,0.009803076837604239,-0.05869145949707,0.0044882940336782185,0.2571603053435101,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661402.3910177,0.0050830841064453125,-0.022782726012796246,0.000785469224426257,0.0450040714970386,0.02749980026855503,-0.004171736605988303,-0.23902290076336016,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661402.4265442,0.004612445831298828,-0.0021783337912130267,-0.0023679290277572253,-0.13567233947700538,0.05144181687011751,0.0003581255747603345,0.020519083969464003,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661402.4711752,0.0034074783325195312,0.033759001538972974,-0.0001424077567585908,-0.008159363432192876,0.13763307663574242,-0.0007077243501216929,-0.04054961832061199,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661402.509987,0.010092973709106445,0.060137036531956616,0.00025047010357398324,0.014350879828993838,-0.07545087111816373,0.0018236692214731347,0.10448854961831923,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661402.5550873,0.011082887649536133,0.020525389604330476,-0.0020685941610886546,-0.11852171495578505,-0.04672045119628876,-0.0025729617186652505,-0.14741984732824553,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661402.5981405,0.009685516357421875,-0.0014963253157593039,0.0011999295598466267,0.06875089949220224,-0.008413224633788796,0.0038221378306269446,0.2189923664122122,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661402.6508753,0.0017461776733398438,-0.03201526016470151,0.0005054478820001357,0.028960030402434226,0.05862442185058625,0.003022750386965422,0.1731908396946551,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661402.6842413,0.0063877105712890625,-0.018148023663482248,0.0017310112569867992,0.09917963931497913,-0.01559582961425754,0.0011575130184218647,0.06632061068702155,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661402.7252038,0.011869668960571289,-0.04824882791163752,0.01631496224746188,0.9347784796948378,0.008346186987305049,0.03526471061464693,2.020519083969464,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661402.764865,0.013728141784667969,-0.03869098528501434,0.029431393442855718,1.686294629464638,0.022711396948242535,0.008218768770765333,0.4709007633587772,0.6981878231526534,0.6408777328175773,3.0,5.0
1749661402.8185196,0.003953456878662109,0.04043907356698937,0.018236330017594317,1.0448647438158887,-0.06347986281738249,0.008352000011375586,0.4785343511450366,0.7028642581503208,0.510831738197799,3.0,5.0
1749661402.8622518,0.0011224746704101562,0.08976184307752477,0.005909482195673178,0.338588388919776,0.11369106003417995,0.008618462492596094,0.4938015267175557,0.7028642581503208,0.510831738197799,3.0,5.0
1749661402.8867304,0.0173342227935791,0.12050597210614195,0.004240712429024926,0.2429749243117999,0.09214324509277383,0.006486762642832028,0.3716641221374031,0.7028642581503208,0.510831738197799,3.0,5.0
1749661402.9367535,0.007236003875732422,0.06853603075782427,0.008302740230928397,0.4757119736256717,0.1615750932373049,0.0044882940336782185,0.2571603053435101,0.7028642581503208,0.510831738197799,3.0,5.0
1749661402.9772472,0.006082773208618164,0.03398006323276858,0.008485163768208358,0.4861640723956609,0.00595198532714869,0.034065629449154644,1.9518167938931286,0.7028642581503208,0.510831738197799,3.0,5.0
1749661403.020511,0.0013649463653564453,-0.016933082427982943,0.005560677137732707,0.3186033312269709,-0.051508854516601255,0.005420912717949997,0.31059541984732686,0.7028642581503208,0.510831738197799,3.0,5.0
1749661403.0608141,0.0027692317962646484,-0.050114898965866364,-0.0005896115689657467,-0.033782254453823955,-0.14248851760253878,-0.0012406493125627104,-0.07108396946565021,0.7028642581503208,0.510831738197799,3.0,5.0
1749661403.1010914,0.012619733810424805,-0.06690122359821997,0.0003345503740037943,0.019168324464940628,-0.05869145949707,0.003955369071237201,0.2266259541984719,0.7028642581503208,0.510831738197799,3.0,5.0
