time,event_type,lat,lon,alt,gps_x,gps_y,accuracy,num_satellites
1749660714.1939356,gps_update,-7.283563,112.79648783333333,0,0.0,0.0,0,0
1749660714.1939356,gps_update,-7.283563,112.79648783333333,0,0.0,0.0,0,0
1749660714.1939356,gps_update,-7.283563,112.79648783333333,0,0.0,0.0,0,0
1749660714.3976686,gps_update,-7.283562666666667,112.79648783333333,0,0.0,0.03706497563579769,0,0
1749660714.3976686,gps_update,-7.283562666666667,112.79648783333333,0,0.0,0.03706497563579769,0,0
1749660714.3976686,gps_update,-7.283562666666667,112.79648783333333,0,0.0,0.03706497563579769,0,0
1749660714.3976686,gps_update,-7.283562666666667,112.79648783333333,0,0.0,0.03706497563579769,0,0
1749660714.600914,gps_update,-7.283562666666667,112.79648783333333,0,0.0,0.03706497563579769,0,0
1749660714.600914,gps_update,-7.283562666666667,112.79648783333333,0,0.0,0.03706497563579769,0,0
1749660714.600914,gps_update,-7.283562666666667,112.79648783333333,0,0.0,0.03706497563579769,0,0
1749660714.600914,gps_update,-7.283562666666667,112.79648783333333,0,0.0,0.03706497563579769,0,0
1749660714.600914,gps_update,-7.283562666666667,112.79648783333333,0,0.0,0.03706497563579769,0,0
1749660714.8069866,gps_update,-7.283562666666667,112.79648783333333,0,0.0,0.03706497563579769,0,0
1749660714.8069866,gps_update,-7.283562666666667,112.79648783333333,0,0.0,0.03706497563579769,0,0
1749660714.8069866,gps_update,-7.283562666666667,112.79648783333333,0,0.0,0.03706497563579769,0,0
1749660714.8069866,gps_update,-7.283562666666667,112.79648783333333,0,0.0,0.03706497563579769,0,0
1749660714.8069866,gps_update,-7.283562666666667,112.79648783333333,0,0.0,0.03706497563579769,0,0
1749660715.0137496,gps_update,-7.283562666666667,112.79648783333333,0,0.0,0.03706497563579769,0,0
1749660715.0137496,gps_update,-7.283562666666667,112.79648783333333,0,0.0,0.03706497563579769,0,0
1749660715.0137496,gps_update,-7.283562666666667,112.79648783333333,0,0.0,0.03706497563579769,0,0
1749660715.0137496,gps_update,-7.283562666666667,112.79648783333333,0,0.0,0.03706497563579769,0,0
1749660715.0137496,gps_update,-7.283562666666667,112.79648783333333,0,0.0,0.03706497563579769,0,0
1749660715.2196531,gps_update,-7.283562666666667,112.79648783333333,0,0.0,0.03706497563579769,0,0
1749660715.2196531,gps_update,-7.283562666666667,112.79648783333333,0,0.0,0.03706497563579769,0,0
1749660715.2196531,gps_update,-7.283562666666667,112.79648783333333,0,0.0,0.03706497563579769,0,0
