timestamp,gps_time,latitude,longitude,altitude,quality,quality_desc,satellites,hdop,rtcm_age,rtcm_count,rtcm_last_sent,diff_station
2025-06-11T23:41:09.139730,16:41:09+00:00,-7.2835803666666665,112.79647008333333,22.905,1,GPS,16,0.91,0,0,999,
2025-06-11T23:41:10.117393,16:41:10+00:00,-7.283580383333334,112.7964701,22.905,1,GPS,16,0.8,0,0,999,
2025-06-11T23:41:11.136554,16:41:11+00:00,-7.283580383333334,112.7964701,22.906,1,GPS,16,0.8,0,0,999,
2025-06-11T23:41:12.119896,16:41:12+00:00,-7.2835804,112.79647011666667,22.907,1,GPS,16,0.8,0,0,999,
2025-06-11T23:41:13.134807,16:41:13+00:00,-7.2835804,112.79647011666667,22.908,1,GPS,16,0.88,0,3,0.003421783447265625,
2025-06-11T23:41:14.121594,16:41:14+00:00,-7.2835804,112.79647011666667,22.908,1,GPS,16,0.88,0,3,0.9902098178863525,
2025-06-11T23:41:15.134311,16:41:15+00:00,-7.283580416666666,112.79647011666667,22.907,1,GPS,16,0.89,0,12,0.8884239196777344,
2025-06-11T23:41:16.122817,16:41:16+00:00,-7.283580433333333,112.79647011666667,22.907,1,GPS,16,0.89,0,20,0.9403774738311768,
2025-06-11T23:41:17.131269,16:41:17+00:00,-7.283580433333333,112.79647011666667,22.908,1,GPS,16,0.78,0,28,0.9427483081817627,
2025-06-11T23:41:18.121345,16:41:18+00:00,-7.283580433333333,112.79647011666667,22.907,1,GPS,16,0.78,0,38,0.9288473129272461,
2025-06-11T23:41:19.137242,16:41:19+00:00,-7.28358045,112.79647011666667,22.909,1,GPS,16,0.78,0,46,0.9372241497039795,
2025-06-11T23:41:20.123198,16:41:20+00:00,-7.28358045,112.79647011666667,22.91,1,GPS,16,0.76,0,55,0.80706787109375,
2025-06-11T23:41:21.137415,16:41:21+00:00,-7.28358045,112.79647011666667,22.909,1,GPS,16,0.76,0,63,0.9588415622711182,
2025-06-11T23:41:22.122349,16:41:22+00:00,-7.283580433333333,112.79647011666667,22.909,1,GPS,16,0.76,0,71,0.942169189453125,
2025-06-11T23:41:23.135256,16:41:23+00:00,-7.283580433333333,112.79647011666667,22.909,1,GPS,16,0.76,0,81,0.9463813304901123,
2025-06-11T23:41:24.122283,16:41:24+00:00,-7.283580433333333,112.79647011666667,22.91,1,GPS,16,0.76,0,81,1.93341064453125,
2025-06-11T23:41:25.137040,16:41:25+00:00,-7.283580416666666,112.79647011666667,22.912,1,GPS,16,0.76,0,97,0.8220150470733643,
2025-06-11T23:41:26.125003,16:41:26+00:00,-7.283580433333333,112.79647011666667,22.912,1,GPS,16,0.78,0,105,0.9490203857421875,
2025-06-11T23:41:27.148444,16:41:27+00:00,-7.283580433333333,112.79647011666667,22.913,1,GPS,16,0.76,0,113,0.9698588848114014,
2025-06-11T23:41:28.131216,16:41:28+00:00,-7.2835805,112.79646993333333,22.914,1,GPS,16,0.76,0,123,0.9230382442474365,
