timestamp,datetime,gps1_lat,gps1_lon,gps1_x,gps1_y,gps2_lat,gps2_lon,gps2_x,gps2_y,gps3_lat,gps3_lon,gps3_x,gps3_y,estimated_x,estimated_y,smoothed_x,smoothed_y
1747923492.1839905,2025-05-22 21:18:12.183990,-7.283616166666667,112.79643133333333,-3.4845905626763516,-1.228801511974877,-7.2835928333333335,112.79649983333333,4.079670499429286,1.3516813620065247,-7.283606166666667,112.7964575,-0.5950797387858412,-0.12288014249680021,0.15,0.08660254037844388,0.15,0.08660254037844388
1747923492.2898602,2025-05-22 21:18:12.289860,-7.283616166666667,112.79643133333333,-3.4845905626763516,-1.228801511974877,-7.2835928333333335,112.79649983333333,4.079670499429286,1.3516813620065247,-7.283606166666667,112.7964575,-0.5950797387858412,-0.12288014249680021,0.15,0.08660254037844388,0.15,0.08660254037844388
1747923492.3989036,2025-05-22 21:18:12.398904,-7.283617666666666,112.79643116666666,-3.502995078346871,-1.3946897008782762,-7.283593333333333,112.79649933333333,4.024456909080744,1.2963853040244038,-7.283606166666667,112.7964575,-0.5950797387858412,-0.12288014249680021,0.15,0.08660254037844388,0.15,0.08660254037844388
1747923492.5079534,2025-05-22 21:18:12.507953,-7.283617666666666,112.79643116666666,-3.502995078346871,-1.3946897008782762,-7.283593333333333,112.79649933333333,4.024456909080744,1.2963853040244038,-7.283606166666667,112.7964575,-0.5950797387858412,-0.12288014249680021,0.15,0.08660254037844388,0.15,0.08660254037844388
1747923492.6185927,2025-05-22 21:18:12.618593,-7.283617666666666,112.79643116666666,-3.502995078346871,-1.3946897008782762,-7.283593333333333,112.79649933333333,4.024456909080744,1.2963853040244038,-7.283606166666667,112.7964575,-0.5950797387858412,-0.12288014249680021,0.15,0.08660254037844388,0.15,0.08660254037844388
1747923492.733594,2025-05-22 21:18:12.733594,-7.283617666666666,112.79643116666666,-3.502995078346871,-1.3946897008782762,-7.283593333333333,112.79649933333333,4.024456909080744,1.2963853040244038,-7.283606166666667,112.7964575,-0.5950797387858412,-0.12288014249680021,0.15,0.08660254037844388,0.15,0.08660254037844388
1747923492.8467872,2025-05-22 21:18:12.846787,-7.283617666666666,112.79643116666666,-3.502995078346871,-1.3946897008782762,-7.283593333333333,112.79649933333333,4.024456909080744,1.2963853040244038,-7.283606166666667,112.7964575,-0.5950797387858412,-0.12288014249680021,0.15,0.08660254037844388,0.15,0.08660254037844388
1747923492.9556415,2025-05-22 21:18:12.955642,-7.283617666666666,112.79643116666666,-3.502995078346871,-1.3946897008782762,-7.283593333333333,112.79649933333333,4.024456909080744,1.2963853040244038,-7.283606166666667,112.7964575,-0.5950797387858412,-0.12288014249680021,0.15,0.08660254037844388,0.15,0.08660254037844388
1747923493.066304,2025-05-22 21:18:13.066304,-7.283617666666666,112.79643116666666,-3.502995078346871,-1.3946897008782762,-7.283593333333333,112.79649933333333,4.024456909080744,1.2963853040244038,-7.283606166666667,112.7964575,-0.5950797387858412,-0.12288014249680021,0.15,0.08660254037844388,0.15,0.08660254037844388
1747923493.1759415,2025-05-22 21:18:13.175941,-7.283617666666666,112.79643116666666,-3.502995078346871,-1.3946897008782762,-7.283593333333333,112.79649933333333,4.024456909080744,1.2963853040244038,-7.283606166666667,112.7964575,-0.5950797387858412,-0.12288014249680021,0.15,0.08660254037844388,0.15,0.08660254037844388
1747923493.286005,2025-05-22 21:18:13.286005,-7.283617666666666,112.79643116666666,-3.502995078346871,-1.3946897008782762,-7.283593333333333,112.79649933333333,4.024456909080744,1.2963853040244038,-7.283606166666667,112.7964575,-0.5950797387858412,-0.12288014249680021,0.15,0.08660254037844388,0.15,0.08660254037844388
1747923493.39703,2025-05-22 21:18:13.397030,-7.283616666666667,112.79642916666667,-3.72384941655823,-1.284097591967198,-7.283593333333333,112.79649916666666,4.00605238109864,1.296385305492662,-7.283606166666667,112.7964575,-0.5950797387858412,-0.12288014249680021,0.15,0.08660254037844384,0.15,0.08660254037844387
1747923493.5071976,2025-05-22 21:18:13.507198,-7.283616666666667,112.79642916666667,-3.72384941655823,-1.284097591967198,-7.283593333333333,112.79649916666666,4.00605238109864,1.296385305492662,-7.283607,112.7964575,-0.5950797379277165,-0.215040246650235,0.15,0.08660254037844385,0.15,0.08660254037844387
