timestamp,gps_lat,gps_lng,imu_accel_x,imu_accel_y,imu_gyro_z,estimated_x,estimated_y,estimated_heading
1740927965.2421134,None,None,6.224924316411418e-05,-0.16063177778320303,0.16720610687022885,0.0,0.0,0.0006080133629700981
1740927965.25555,None,None,-0.011908759057617235,0.006962338427734471,0.029801526717557092,-7.727231103096678e-08,-4.713597673048214e-11,0.0007505388517701304
1740927965.2680483,None,None,-0.0454275822998047,0.05005796831054693,0.11377099236641208,-7.720210609106851e-07,-5.539871659112059e-10,0.0012030339470342688
1740927965.2795296,None,None,0.019215862524414096,0.12188401811523444,0.006900763358778761,-9.187277621734443e-07,-6.769412069862826e-10,0.0012398335133186266
1740927965.2913911,None,None,-0.004726154077148381,-0.024162283154296804,0.1290381679389312,-1.412467976252812e-06,-1.4710550009568998e-09,0.001751876265363044
1740927965.3096683,None,None,0.012033257543945242,0.1194898164550782,-1.733557251908397,-8.973386679991377e-07,6.748515595203615e-09,-0.005060070395370602
1740927965.3378243,None,None,0.019215862524414096,0.03808696000976569,0.09850381679389297,-5.835869467180324e-07,6.8668564092684695e-09,-0.004684097879661115
1740927965.3519752,None,None,-0.014302960717773372,-0.17499698774414052,0.15193893129770997,-1.3898664572567848e-06,7.257009454632215e-09,-0.004092824570933194
1740927965.3658924,None,None,0.0551288874267577,-0.06965211469726557,-0.031267175572519346,9.832176719640226e-07,1.2667403516999106e-09,-0.004222391256248482
1740927965.3835435,None,None,0.026398467504882728,-0.01937387983398431,-0.15340458015267178,2.696088871798532e-06,-4.266284401616049e-09,-0.004834483460081751
1740927965.406227,None,None,-0.021485565698242226,-0.17499698774414052,-0.0847022900763359,1.9708422497326285e-06,-3.074404218262945e-09,-0.0051747134807166185
1740927965.4209018,None,None,-0.031062372338867217,0.0285101533691407,1.915297709923664,2.513217762198841e-07,7.094477790808891e-09,0.002412320074442179
1740927965.4333012,None,None,0.021610064184570232,-0.002614468212890575,0.09087022900763353,1.8015312622288286e-06,3.469100025402327e-09,0.002774450779075408
1740927965.4458513,None,None,-0.023879767358398363,0.05484637163085945,-0.12287022900763356,2.382180986114912e-07,7.048044359173593e-09,0.002288716718553887
1740927965.4645722,None,None,0.031186870825195223,-0.07204631635742181,-1.7564580152671758,2.7586060236158286e-06,-4.980195153256196e-10,-0.004681676082702112
1740927965.4784234,None,None,0.03836947580566408,-0.09598833295898429,0.12140458015267175,6.4128850512913075e-06,-6.7649049763455354e-09,-0.004201955950005521
1740927965.492365,None,None,0.0144274592041016,0.0021739351074219204,0.1595725190839694,8.473768894721986e-06,-1.1447856806464023e-08,-0.003570059948830601
1740927965.5040603,None,None,-0.08373480886230467,0.021327548388671957,0.2969770992366412,1.2395286514312698e-06,6.747323563411507e-09,-0.002391715864142615
1740927965.5159354,None,None,0.05752308908691406,-0.060075308056640575,-1.7946259541984735,6.900051143183631e-06,-2.5655619386218393e-08,-0.009523529132932855
1740927965.536027,None,None,-0.06697539724121104,0.014144943408203214,0.06033587786259531,2.9978233241318176e-07,-7.914664404198124e-09,-0.00928701005742879
1740927965.55368,None,None,0.03358107248535158,0.009356540087890719,0.19010687022900763,4.073459323161383e-06,-1.838717328381503e-08,-0.008534309550370512
1740927965.570622,None,None,6.224924316411418e-05,0.016539145068359462,0.05270229007633587,4.367549450692995e-06,-1.9310443053313946e-08,-0.008327314379692292
1740927965.5819528,None,None,-0.00712035573730474,0.04287536333007819,0.04506870229007642,3.7725410925763376e-06,-1.5785647601567302e-08,-0.008150421782319874
1740927965.5980856,None,None,-0.01669716237792973,0.023721750048828205,2.0756030534351146,2.171450938861018e-06,2.1770512948749392e-08,0.00010073606253253702
1740927965.6101863,None,None,0.0144274592041016,-0.06486371137695307,2.083236641221374,4.453418739101767e-06,3.7639756983494256e-08,0.008385182877842264
1740927965.6216023,None,None,0.04315787912597657,0.021327548388671957,-1.7564580152671758,1.0351619963098256e-05,-2.511655900873692e-09,0.001401808976896222
1740927965.640332,None,None,0.05273468576660156,0.12427821977539069,2.0069007633587788,1.8932935152022474e-05,7.3094003039912884e-09,0.009384123262737064
1740927965.6518288,None,None,6.224924316411418e-05,-0.002614468212890575,0.029801526717557092,2.0070317547146326e-05,2.3737772339587368e-08,0.009504727320809677
1740927965.6635776,None,None,0.009639055883789105,0.021327548388671957,0.26644274809160295,2.2756674021884357e-05,4.466512464234662e-08,0.010566549067967229
1740927965.6833882,None,None,0.002456450903320251,0.0285101533691407,0.014534351145038205,2.4369932270769663e-05,6.238412048493144e-08,0.010626490913654585
1740927965.694996,None,None,0.019215862524414096,-0.03852749311523429,0.08323664122137409,2.880917087069768e-05,8.633625850235525e-08,0.010959654708973381
1740927965.706602,None,None,-0.0502159856201172,0.033298556689453196,-0.03890076335877879,2.1698610200469537e-05,8.497468522152638e-08,0.010806940217594044
1740927965.7203588,None,None,0.0048506525634766096,-0.01697967817382806,-0.07706870229007645,2.344482313972681e-05,9.432911267598131e-08,0.010502283504399319
1740927965.7327049,None,None,-0.031062372338867217,0.05963477495117195,2.0221679389312976,1.977458046297872e-05,1.847199251933934e-07,0.018548682535663844
1740927965.7438743,None,None,0.026398467504882728,0.009356540087890719,-0.04653435114503823,2.5274431088066054e-05,2.1651755531351184e-07,0.018366677686269147
1740927965.7614796,None,None,-0.004726154077148381,-0.00022026655273432727,0.09087022900763353,2.5335404006121005e-05,2.3307000106793838e-07,0.01873117487899461
1740927965.77297,None,None,0.019215862524414096,0.026115951708984453,1.9763664122137403,3.0919929971461824e-05,3.8523551932013803e-07,0.02659664378990847
1740927965.784272,None,None,0.028792669165039086,-0.03852749311523429,-0.06180152671755712,3.7658686760506656e-05,4.588035790148743e-07,0.026354897517489588
1740927965.7993133,None,None,-0.014302960717773372,0.026115951708984453,0.09087022900763353,3.611141937478044e-05,4.7459189538568063e-07,0.02672036667581996
1740927965.8108773,None,None,0.016821660864257737,0.009356540087890719,-0.14577099236641233,4.072242460544578e-05,5.351087046875436e-07,0.02614437924027524
1740927965.8221726,None,None,0.0144274592041016,-0.01937387983398431,-0.07706870229007645,4.5111018121517554e-05,6.023409556756057e-07,0.025841523345153362
1740927965.8337402,None,None,0.019215862524414096,0.0021739351074219204,0.06796946564885475,5.0848837274047455e-05,7.010963752028529e-07,0.026115513247112133
1740927965.8479638,None,None,0.007244854223632746,-0.009797073193359318,0.06033587786259531,5.419705123621046e-05,7.732189268027416e-07,0.026359088274114963
1740927965.8600283,None,None,-0.011908759057617235,0.023721750048828205,-0.29080916030534354,5.3049103434711927e-05,7.523009957723355e-07,0.02520577845336674
1740927965.8718655,None,None,0.05752308908691406,-0.1486607694824218,0.20537404580152674,6.821063264656419e-05,1.0164233621883564e-06,0.02602600631129395
1740927965.8855355,None,None,-0.014302960717773372,0.014144943408203214,0.029801526717557092,6.707520345811024e-05,1.0224108997751198e-06,0.02614787333634155
1740927965.8985224,None,None,-0.033456573999023576,0.030904355029296948,-0.09233587786259534,6.102052415717439e-05,9.285482432571347e-07,0.025783866171930712
1740927965.9109807,None,None,0.05273468576660156,-0.026556484814453052,-0.031267175572519346,7.571308416471414e-05,1.187386357319639e-06,0.02566266239957518
1740927965.9266903,None,None,0.002456450903320251,0.0285101533691407,0.06796946564885475,7.867967349928111e-05,1.2609912162353892e-06,0.025936096450333776
1740927965.9377584,None,None,-0.004726154077148381,-0.00022026655273432727,0.17483969465648852,7.996206908623836e-05,1.3177021807936828e-06,0.026634561039851602
1740927965.949629,None,None,-0.011908759057617235,-0.009797073193359318,0.18247328244274796,7.93369629404897e-05,1.340631932433532e-06,0.0273634013054453
1740927965.9647188,None,None,6.224924316411418e-05,0.062028976611328196,0.09087022900763353,8.160947093422419e-05,1.405968680291951e-06,0.027727946702617447
1740927965.9764693,None,None,6.224924316411418e-05,-0.03134488813476555,-0.11523664122137411,8.367740960023138e-05,1.4384196270659686e-06,0.0272727995852098
1740927965.9879496,None,None,-0.06936959890136718,-0.14147816450195305,1.9305648854961832,6.909325314137292e-05,1.436488902975082e-06,0.034953317012014325
1740927966.0018194,None,None,0.031186870825195223,0.006962338427734471,0.16720610687022885,7.933793703480113e-05,1.684238759969888e-06,0.03562218435995102
1740927966.0138872,None,None,0.04555208078613271,-0.03852749311523429,-0.09233587786259534,9.375198522885101e-05,1.997465195927942e-06,0.03525897737269925
1740927966.026689,None,None,0.040763677465820214,0.0572405732910157,0.06796946564885475,0.00010761598726873762,2.339624251750534e-06,0.0355331152002652
1740927966.0425925,None,None,-0.06458119558105468,-0.01937387983398431,-0.09996946564885523,9.155636899043519e-05,1.9752694167549024e-06,0.03513945916721639
1740927966.0543654,None,None,-0.03585077565917971,-0.024162283154296804,-0.06180152671755712,8.305639679602364e-05,1.7716630063990095e-06,0.034897475722618636
1740927966.0657234,None,None,0.059917290747070195,-0.06725791303710932,-0.023633587786259458,0.00010241890848798197,2.241288291772907e-06,0.034807174257454526
1740927966.0827081,None,None,-0.0023319524169922445,0.07399998491210943,-0.0007328244274811269,0.0001039927457116191,2.289092953310086e-06,0.03480786477786273
1740927966.0942812,None,None,0.031186870825195223,0.014144943408203214,-0.016000000000000014,0.00011568295751894655,2.589790929298725e-06,0.03474781269389073
1740927966.1063752,None,None,-0.1842912785888673,-0.17260278608398427,-0.1381374045801529,6.156079136292647e-05,1.1698175157946811e-06,0.034202163049278894
1740927966.1260848,None,None,0.026398467504882728,0.016539145068359462,0.006900763358778761,7.06070134881986e-05,1.3927415122014942e-06,0.03423299188934505
1740927966.1375082,None,None,0.20596359201660142,-0.012191274853515566,0.21300763358778618,0.00013662572025614208,3.1829346519610165e-06,0.035083074579385594
1740927966.1493678,None,None,-0.014302960717773372,0.026115951708984453,0.06033587786259531,0.00013519492745467975,3.167095165543189e-06,0.035326322631224275
1740927966.166389,None,None,0.028792669165039086,0.062028976611328196,0.09087022900763353,0.00014746673578032852,3.5312958216948084e-06,0.03569091469423344
1740927966.1787004,None,None,-0.033456573999023576,-0.01697967817382806,0.21300763358778618,0.00014008520365780264,3.3810291727652734e-06,0.03654093832547304
1740927966.1906796,None,None,0.007244854223632746,0.11709561479492195,0.11377099236641208,0.00014550439813072521,3.566526675640829e-06,0.03699657841102318
1740927966.206651,None,None,6.224924316411418e-05,0.030904355029296948,0.2282748091603053,0.0001488078565237749,3.7209566238966347e-06,0.03790727655690299
1740927966.2181733,None,None,-0.00712035573730474,0.05005796831054693,0.05270229007633587,0.00014947944237687845,3.7607225320333285e-06,0.03812026680439511
1740927966.2297173,None,None,0.16047376047363282,-0.026556484814453052,0.006900763358778761,0.00020659351012909313,5.456754376375484e-06,0.03815122366732917
1740927966.2433906,None,None,0.009639055883789105,0.016539145068359462,-1.748824427480916,0.00021168747639598514,5.174327502045384e-06,0.031205420744754346
1740927966.2562916,None,None,0.016821660864257737,-0.16302597944335928,2.052702290076336,0.00022523715921649856,6.1311092660247105e-06,0.039364538030665676
1740927966.2677047,None,None,-0.02627396901855472,-0.024162283154296804,-0.06180152671755712,0.00022071086242659676,6.001215763670117e-06,0.03912255111675527
1740927966.286191,None,None,0.019215862524414096,0.07160578325195319,-0.031267175572519346,0.00023185550860113256,6.35286737998783e-06,0.03900182780283867
1740927966.299982,None,None,-0.08134060720214853,0.030904355029296948,-0.06180152671755712,0.00020772651228369055,5.594987382357197e-06,0.03875974715339155
1740927966.3122852,None,None,-0.02627396901855472,-0.021768081494140556,-0.023633587786259458,0.00020230597684074995,5.41812707431361e-06,0.03866924788591321
1740927966.3258913,None,None,0.040763677465820214,0.0021739351074219204,-0.00836641221374057,0.0002206519716178163,5.996639678725235e-06,0.03863935849832986
1740927966.3395028,None,None,0.03358107248535158,-0.033739089794921795,-0.18393893129771,0.00023657934729626393,6.442425674998746e-06,0.037911981122270386
1740927966.3627484,None,None,0.031186870825195223,-0.002614468212890575,1.8847633587786259,0.0002559311109893596,7.753088208027898e-06,0.045401951622190656
1740927966.3757033,None,None,0.012033257543945242,0.11230721147460945,0.029801526717557092,0.00026509781920268,8.10217381497797e-06,0.045524344883125685
1740927966.3873394,None,None,0.016821660864257737,0.052452169970703205,-0.19920610687022888,0.0002757433883870713,8.414439644568617e-06,0.044737110730071264
1740927966.4072316,None,None,0.019215862524414096,0.04287536333007819,-1.8098931297709924,0.00028423282448661075,7.995818370326663e-06,0.03755258116944148
1740927966.4186342,None,None,-0.00712035573730474,-0.01937387983398431,0.35041221374045795,0.0002875821960011261,8.240694035416695e-06,0.03894726034850446
1740927966.431713,None,None,-0.01669716237792973,-0.01937387983398431,-0.04653435114503823,0.00028643773066779787,8.169757899308809e-06,0.038765588460536446
1740927966.4477508,None,None,-0.0023319524169922445,-0.16542018110351553,0.04506870229007642,0.00029077649804460135,8.324183720097773e-06,0.038947646016457026
1740927966.4597955,None,None,-0.05261018728027356,-0.17020858442382802,-0.09996946564885523,0.0002756479479679348,7.735237349121896e-06,0.038553739683946674
1740927966.4736173,None,None,0.021610064184570232,-0.14626656782226555,0.09850381679389297,0.000288855799778261,8.219494803065424e-06,0.038947878596810016
1740927966.4866643,None,None,-0.0454275822998047,-0.026556484814453052,1.9534656488549618,0.0002807069611497509,8.85804875854935e-06,0.04670740768780783
1740927966.4979246,None,None,-0.01669716237792973,0.062028976611328196,0.16720610687022885,0.000279095099191329,8.890984243516998e-06,0.047375170940308055
1740927966.5126426,None,None,-0.01669716237792973,-0.021768081494140556,0.1595725190839694,0.00027731045594606266,8.911714137913318e-06,0.04801263666979523
1740927966.5269606,None,None,0.03836947580566408,-0.03134488813476555,0.26644274809160295,0.0002971682939937002,9.774193450396056e-06,0.04907439647135998
1740927966.542337,None,None,0.02400426584472659,0.05484637163085945,-1.7793587786259542,0.0003070250578096598,9.233612512621138e-06,0.042014504481745686
1740927966.558187,None,None,0.03597527414550772,0.026115951708984453,-0.04653435114503823,0.0003260055698716014,9.893920692570812e-06,0.041832959833659485
1740927966.5708058,None,None,-0.031062372338867217,-0.002614468212890575,-0.06943511450381701,0.0003187205802323231,9.561991495812285e-06,0.04156046599775136
1740927966.5834177,None,None,-0.0502159856201172,-0.009797073193359318,-0.1381374045801529,0.00030334927330488644,8.881575262121565e-06,0.041015216364803216
1740927966.5956275,None,None,-0.01669716237792973,-0.1390839628417968,0.10613740458015264,0.00030151421383636416,8.838053199808016e-06,0.041439480677655814
