timestamp,imu_accel_x,imu_accel_y,imu_gyro_z,gps_lat,gps_lng,odom_x,odom_y,odom_heading,odom_vx,odom_vy,ekf_x,ekf_y,ekf_heading,map_matched_lat,map_matched_lng,distance_to_path,progress
2025-04-30 00:15:19.964743,-0.03219243552246098,-0.15492639522705087,0.3420916030534351,,,0.0,0.0,3.141592653589793,0.0,0.0,0.0,0.0,3.141592653589793,,,,
2025-04-30 00:15:19.977552,0.013297396020508057,0.0006967126831053383,-0.19225954198473288,,,0.0,0.0,3.141549671267718,0.0,0.0,0.0,0.0,3.141592653589793,,,,
2025-04-30 00:15:19.992813,-0.013038822241211001,-0.14774379024658213,-0.1388244274809161,,,2.9784675233424948e-06,3.3718432849537745e-05,3.141512696042633,0.00019517550028942958,0.0022095295479330006,0.0,0.0,3.1415414461764537,,,,
2025-04-30 00:15:20.005225,-0.029798233862304624,0.007879317663574081,-0.13119083969465656,,,2.9784675233424948e-06,3.3718432849537745e-05,3.141484275427032,0.0001561404002315437,0.0017676236383464005,2.422578745023726e-06,2.7425364922270762e-05,3.14151137185344,,,,
2025-04-30 00:15:20.017438,-0.015433023901366916,-0.02324530391845714,0.10545038167938925,,,2.9784675233424948e-06,3.3718432849537745e-05,3.1415067520276825,0.00012491232018523496,0.0014140989106771204,4.329445705802049e-06,4.9012494903077515e-05,3.1414834087103403,,,,
2025-04-30 00:15:20.029579,0.010903194360351698,0.13956040897216782,-0.10065648854961834,,,2.8874084613150786e-06,3.038213071737687e-05,3.1414854216372707,-7.4996934394580136e-06,-0.00027478037501729746,5.846094193311127e-06,6.618206609418408e-05,3.141505754987691,,,,
2025-04-30 00:15:20.042045,-0.010644620581054642,-0.004091690637207157,0.16651908396946563,,,2.8874084613150786e-06,3.038213071737687e-05,3.1415216494384453,-5.999754751566411e-06,-0.00021982430001383797,5.752608725377667e-06,6.275686316491873e-05,3.1414838562168885,,,,
2025-04-30 00:15:20.054079,0.00850899270019534,0.007879317663574081,0.1283511450381679,,,2.8874084613150786e-06,3.038213071737687e-05,3.141548607268664,-4.79980380125313e-06,-0.00017585944001107038,5.6804080405130125e-06,6.011151086835213e-05,3.1415188305304604,,,,
2025-04-30 00:15:20.066525,-0.03219243552246098,0.0006967126831053383,0.06728244274809159,,,2.8874084613150786e-06,3.038213071737687e-05,3.1415632236421738,-3.839843041002504e-06,-0.0001406875520088563,5.620665456940572e-06,5.79226094617736e-05,3.1415467134104462,,,,
2025-04-30 00:15:20.079412,-0.029798233862304624,-0.006485892297363405,-0.09302290076335878,,,2.8874084613150786e-06,3.038213071737687e-05,3.141542302423974,-3.071874432802003e-06,-0.00011255004160708506,5.571185057646647e-06,5.610970300316339e-05,3.141561845497859,,,,
2025-04-30 00:15:20.091692,-0.010644620581054642,0.01985032596435532,-0.3220305343511451,,,2.8874084613150786e-06,3.038213071737687e-05,3.1414732788195976,-2.4574995462416026e-06,-9.004003328566806e-05,5.533460281340686e-06,5.472750941558858e-05,3.141541907090735,,,,
