timestamp,imu_accel_x,imu_accel_y,imu_gyro_z,gps_lat,gps_lng,odom_x,odom_y,odom_heading,odom_vx,odom_vy,ekf_x,ekf_y,ekf_heading,map_matched_lat,map_matched_lng,distance_to_path,progress
2025-04-30 00:19:15.875421,0.13654610908203102,-0.05530605834960933,0.052076335877862645,,,0.0,0.0,3.141592653589793,0.0,0.0,0.0,0.0,3.141592653589793,,,,
2025-04-30 00:19:15.887846,0.13175770576171875,0.04764461303710943,-0.02425954198473279,,,-1.9933119331223502e-05,-7.207852691210241e-06,3.1415873928583102,-0.0016043129764824143,-0.0005801225293910133,0.0,0.0,3.141592653589793,,,,
2025-04-30 00:19:15.900959,-0.1603348967773437,0.009337386474609355,-0.12349618320610678,,,-1.3528980034977037e-05,-1.623801055011705e-05,3.141559126798615,0.0004883446125155212,-0.0006885904157560227,-2.103892110787361e-05,-7.607712651878189e-06,3.1415871010160688,,,,
2025-04-30 00:19:15.912752,-0.033442208789062455,-0.17262193969726558,-0.11586259541984723,,,-3.3268352263152713e-06,-6.71893772451273e-07,3.141535280837697,0.000865161681753928,0.0013200369159933416,-1.5280272107939967e-05,-1.5727696793059392e-05,3.14156168396799,,,,
2025-04-30 00:19:15.924736,0.004865017773437508,0.009337386474609355,0.06734351145038175,,,-3.3268352263152713e-06,-6.71893772451273e-07,3.1415493671135026,0.0006921293454031424,0.0010560295327946734,-4.9116669098606906e-06,9.240009458568504e-08,3.1415374489312438,,,,
2025-04-30 00:19:15.937033,0.03359543769531248,0.021308394775390593,0.021541984732824482,,,-3.3268352263152713e-06,-6.71893772451273e-07,3.141553990310649,0.0005537034763225139,0.0008448236262357388,3.59905882417458e-06,1.3077802000094985e-05,3.141551901746703,,,,
2025-04-30 00:19:15.949561,-0.0095001921875002,0.016519991455078098,0.2734503816793894,,,-3.3268352263152713e-06,-6.71893772451273e-07,3.141613784702442,0.0004429627810580111,0.0006758589009885911,1.0536220264373427e-05,2.3662308210198457e-05,3.1415566122534764,,,,
2025-04-30 00:19:15.961919,0.07669106757812516,-0.01699883178710937,0.15894656488549624,,,-9.43960215299525e-06,1.0056266719561149e-05,3.141648066074649,-0.0004946615494904892,0.0008681516170687363,1.601012103671081e-05,3.2014216583349205e-05,3.1416155896483082,,,,
2025-04-30 00:19:15.974555,0.03120123603515612,-0.00023942016601563587,-0.10822900763358778,,,-9.43960215299525e-06,1.0056266719561149e-05,3.141624197371974,-0.0003957292395923914,0.0006945212936549891,9.759604273632492e-06,4.298413377414557e-05,3.141650643543575,,,,
2025-04-30 00:19:15.987973,0.03838384101562475,0.021308394775390593,-0.24563358778625943,,,-9.43960215299525e-06,1.0056266719561149e-05,3.14156667099538,-0.00031658339167391314,0.0005556170349239913,4.449536778882617e-06,5.230352333870656e-05,3.1416252967548575,,,,
