timestamp_unix,timestamp_readable,latitude,longitude,gps_quality,num_satellites,horizontal_dilution,altitude,altitude_units,geoid_height,geoid_height_units,dgps_time,dgps_station_id,raw_sentence,hz_instantaneous,hz_average
1749736405.2806456,2025-06-12 20:53:25.280,-7.283575666666667,112.79673066666666,1,09,0.79,17.4,M,17.3,M,,,"$GPGGA,135325.00,0717.01454,S,11247.80384,E,1,09,0.79,17.4,M,17.3,M,,*71",1.0,1.02
1749736406.2804842,2025-06-12 20:53:26.280,-7.283575333333333,112.79673066666666,1,09,0.79,17.4,M,17.3,M,,,"$GPGGA,135326.00,0717.01452,S,11247.80384,E,1,09,0.79,17.4,M,17.3,M,,*74",1.0,1.02
1749736407.2774756,2025-06-12 20:53:27.277,-7.283575166666667,112.7967305,1,09,0.79,17.4,M,17.3,M,,,"$GPGGA,135327.00,0717.01451,S,11247.80383,E,1,09,0.79,17.4,M,17.3,M,,*71",1.0,1.02
1749736408.280447,2025-06-12 20:53:28.280,-7.283574833333334,112.79672983333333,1,09,0.79,17.5,M,17.3,M,,,"$GPGGA,135328.00,0717.01449,S,11247.80379,E,1,09,0.79,17.5,M,17.3,M,,*73",1.0,1.02
1749736409.28305,2025-06-12 20:53:29.283,-7.2835745,112.7967295,1,09,0.79,17.6,M,17.3,M,,,"$GPGGA,135329.00,0717.01447,S,11247.80377,E,1,09,0.79,17.6,M,17.3,M,,*71",1.0,1.02
1749736410.2866304,2025-06-12 20:53:30.286,-7.2835738333333335,112.79672866666667,1,09,0.79,17.7,M,17.3,M,,,"$GPGGA,135330.00,0717.01443,S,11247.80372,E,1,09,0.79,17.7,M,17.3,M,,*79",1.0,1.02
1749736411.2818987,2025-06-12 20:53:31.281,-7.283573666666666,112.79672833333333,1,09,0.79,17.8,M,17.3,M,,,"$GPGGA,135331.00,0717.01442,S,11247.80370,E,1,09,0.79,17.8,M,17.3,M,,*74",1.0,1.02
1749736412.2807717,2025-06-12 20:53:32.280,-7.283573333333333,112.79672783333334,1,09,0.79,17.9,M,17.3,M,,,"$GPGGA,135332.00,0717.01440,S,11247.80367,E,1,09,0.79,17.9,M,17.3,M,,*72",1.0,1.02
1749736413.2814932,2025-06-12 20:53:33.281,-7.283573333333333,112.79672733333334,1,09,0.79,18.0,M,17.3,M,,,"$GPGGA,135333.00,0717.01440,S,11247.80364,E,1,09,0.79,18.0,M,17.3,M,,*76",1.0,1.02
1749736414.2775414,2025-06-12 20:53:34.277,-7.283573166666667,112.79672683333334,1,09,0.79,18.2,M,17.3,M,,,"$GPGGA,135334.00,0717.01439,S,11247.80361,E,1,09,0.79,18.2,M,17.3,M,,*78",1.0,1.02
1749736415.2910426,2025-06-12 20:53:35.291,-7.283573,112.79672916666667,1,09,0.79,18.3,M,17.3,M,,,"$GPGGA,135335.00,0717.01438,S,11247.80375,E,1,09,0.79,18.3,M,17.3,M,,*7C",1.0,1.02
1749736416.2939625,2025-06-12 20:53:36.293,-7.283572833333333,112.7967335,1,09,0.79,18.2,M,17.3,M,,,"$GPGGA,135336.00,0717.01437,S,11247.80401,E,1,09,0.79,18.2,M,17.3,M,,*75",1.0,1.02
1749736417.2916036,2025-06-12 20:53:37.291,-7.283572833333333,112.79673816666667,1,09,0.79,18.0,M,17.3,M,,,"$GPGGA,135337.00,0717.01437,S,11247.80429,E,1,09,0.79,18.0,M,17.3,M,,*7C",1.0,1.01
1749736418.307624,2025-06-12 20:53:38.307,-7.283573166666667,112.7967425,1,09,0.79,17.8,M,17.3,M,,,"$GPGGA,135338.00,0717.01439,S,11247.80455,E,1,09,0.79,17.8,M,17.3,M,,*71",1.0,1.01
1749736419.290994,2025-06-12 20:53:39.290,-7.283574,112.79674716666666,1,09,0.79,17.7,M,17.3,M,,,"$GPGGA,135339.00,0717.01444,S,11247.80483,E,1,09,0.79,17.7,M,17.3,M,,*7E",1.0,1.01
1749736420.2929187,2025-06-12 20:53:40.292,-7.283573666666666,112.79675183333333,1,09,0.79,17.6,M,17.3,M,,,"$GPGGA,135340.00,0717.01442,S,11247.80511,E,1,09,0.79,17.6,M,17.3,M,,*7D",1.0,1.01
1749736421.2907,2025-06-12 20:53:41.290,-7.2835738333333335,112.79675683333333,1,09,0.79,17.3,M,17.3,M,,,"$GPGGA,135341.00,0717.01443,S,11247.80541,E,1,09,0.79,17.3,M,17.3,M,,*7D",1.0,1.01
1749736422.293011,2025-06-12 20:53:42.293,-7.2835745,112.796762,1,09,0.79,17.2,M,17.3,M,,,"$GPGGA,135342.00,0717.01447,S,11247.80572,E,1,09,0.79,17.2,M,17.3,M,,*7B",1.0,1.01
1749736423.293019,2025-06-12 20:53:43.293,-7.2835745,112.79676666666667,1,09,0.79,17.1,M,17.3,M,,,"$GPGGA,135343.00,0717.01447,S,11247.80600,E,1,09,0.79,17.1,M,17.3,M,,*7F",1.0,1.01
1749736424.2910657,2025-06-12 20:53:44.291,-7.2835746666666665,112.7967715,1,09,0.79,17.0,M,17.3,M,,,"$GPGGA,135344.00,0717.01448,S,11247.80629,E,1,09,0.79,17.0,M,17.3,M,,*7D",1.0,1.01
1749736425.2861547,2025-06-12 20:53:45.286,-7.283574833333334,112.79677683333334,1,09,0.79,17.0,M,17.3,M,,,"$GPGGA,135345.00,0717.01449,S,11247.80661,E,1,09,0.79,17.0,M,17.3,M,,*71",1.0,1.01
1749736426.2917418,2025-06-12 20:53:46.291,-7.283575166666667,112.79678183333333,1,09,0.79,17.1,M,17.3,M,,,"$GPGGA,135346.00,0717.01451,S,11247.80691,E,1,09,0.79,17.1,M,17.3,M,,*75",1.0,1.01
1749736427.2919815,2025-06-12 20:53:47.291,-7.283575666666667,112.7967865,1,09,0.79,17.1,M,17.3,M,,,"$GPGGA,135347.00,0717.01454,S,11247.80719,E,1,09,0.79,17.1,M,17.3,M,,*70",1.0,1.01
1749736428.2931259,2025-06-12 20:53:48.293,-7.283576,112.7967915,1,09,0.79,17.1,M,17.3,M,,,"$GPGGA,135348.00,0717.01456,S,11247.80749,E,1,09,0.79,17.1,M,17.3,M,,*78",1.0,1.01
1749736429.2939036,2025-06-12 20:53:49.293,-7.283576666666667,112.7967965,1,09,0.79,17.1,M,17.3,M,,,"$GPGGA,135349.00,0717.01460,S,11247.80779,E,1,09,0.79,17.1,M,17.3,M,,*7F",1.0,1.01
1749736430.2899823,2025-06-12 20:53:50.289,-7.283576833333333,112.79680116666667,1,08,0.84,17.0,M,17.3,M,,,"$GPGGA,135350.00,0717.01461,S,11247.80807,E,1,08,0.84,17.0,M,17.3,M,,*72",1.0,1.01
1749736431.2891998,2025-06-12 20:53:51.289,-7.283577,112.79680633333334,1,08,0.84,16.9,M,17.3,M,,,"$GPGGA,135351.00,0717.01462,S,11247.80838,E,1,08,0.84,16.9,M,17.3,M,,*74",1.0,1.01
1749736432.287593,2025-06-12 20:53:52.287,-7.283577333333334,112.79681066666667,1,08,0.84,16.9,M,17.3,M,,,"$GPGGA,135352.00,0717.01464,S,11247.80864,E,1,08,0.84,16.9,M,17.3,M,,*78",1.0,1.01
1749736433.28921,2025-06-12 20:53:53.289,-7.283577166666666,112.79681516666666,1,08,0.84,16.8,M,17.3,M,,,"$GPGGA,135353.00,0717.01463,S,11247.80891,E,1,08,0.84,16.8,M,17.3,M,,*75",1.0,1.01
1749736434.296373,2025-06-12 20:53:54.296,-7.2835785,112.796819,1,08,0.84,16.8,M,17.3,M,,,"$GPGGA,135354.00,0717.01471,S,11247.80914,E,1,08,0.84,16.8,M,17.3,M,,*7D",1.0,1.01
1749736435.2950997,2025-06-12 20:53:55.295,-7.283579666666666,112.796823,1,08,0.84,16.8,M,17.3,M,,,"$GPGGA,135355.00,0717.01478,S,11247.80938,E,1,08,0.84,16.8,M,17.3,M,,*7B",1.0,1.01
1749736436.2863283,2025-06-12 20:53:56.286,-7.283579333333333,112.79682666666666,1,08,0.84,16.7,M,17.3,M,,,"$GPGGA,135356.00,0717.01476,S,11247.80960,E,1,08,0.84,16.7,M,17.3,M,,*74",1.0,1.01
1749736437.2818556,2025-06-12 20:53:57.281,-7.283578,112.7968305,1,09,0.79,16.7,M,17.3,M,,,"$GPGGA,135357.00,0717.01468,S,11247.80983,E,1,09,0.79,16.7,M,17.3,M,,*74",1.0,1.01
1749736438.2896273,2025-06-12 20:53:58.289,-7.283574833333334,112.79683516666667,1,08,0.84,17.0,M,17.3,M,,,"$GPGGA,135358.00,0717.01449,S,11247.81011,E,1,08,0.84,17.0,M,17.3,M,,*7E",1.0,1.01
1749736439.2894385,2025-06-12 20:53:59.289,-7.283571,112.796838,1,08,0.84,17.2,M,17.3,M,,,"$GPGGA,135359.00,0717.01426,S,11247.81028,E,1,08,0.84,17.2,M,17.3,M,,*7E",1.0,1.01
1749736440.2935433,2025-06-12 20:54:00.293,-7.283566333333333,112.79683883333334,1,09,0.79,17.2,M,17.3,M,,,"$GPGGA,135400.00,0717.01398,S,11247.81033,E,1,09,0.79,17.2,M,17.3,M,,*7E",1.0,1.01
1749736441.2917845,2025-06-12 20:54:01.291,-7.2835616666666665,112.79683933333334,1,09,0.79,17.2,M,17.3,M,,,"$GPGGA,135401.00,0717.01370,S,11247.81036,E,1,09,0.79,17.2,M,17.3,M,,*7C",1.0,1.01
1749736442.2928443,2025-06-12 20:54:02.292,-7.283557666666667,112.796839,1,08,0.84,17.3,M,17.3,M,,,"$GPGGA,135402.00,0717.01346,S,11247.81034,E,1,08,0.84,17.3,M,17.3,M,,*7A",1.0,1.01
1749736443.2876902,2025-06-12 20:54:03.287,-7.283553333333334,112.79683833333333,1,09,0.79,17.2,M,17.3,M,,,"$GPGGA,135403.00,0717.01320,S,11247.81030,E,1,09,0.79,17.2,M,17.3,M,,*7D",1.0,1.01
1749736444.2810981,2025-06-12 20:54:04.281,-7.283549666666667,112.79683883333334,1,09,0.79,17.2,M,17.3,M,,,"$GPGGA,135404.00,0717.01298,S,11247.81033,E,1,09,0.79,17.2,M,17.3,M,,*7B",1.0,1.01
1749736445.2813966,2025-06-12 20:54:05.281,-7.2835455,112.79683883333334,1,09,0.79,17.3,M,17.3,M,,,"$GPGGA,135405.00,0717.01273,S,11247.81033,E,1,09,0.79,17.3,M,17.3,M,,*7E",1.0,1.01
1749736446.2814,2025-06-12 20:54:06.281,-7.283542,112.7968375,1,08,0.88,17.1,M,17.3,M,,,"$GPGGA,135406.00,0717.01252,S,11247.81025,E,1,08,0.88,17.1,M,17.3,M,,*74",1.0,1.01
1749736447.2761743,2025-06-12 20:54:07.276,-7.283538833333333,112.796835,1,08,0.88,17.0,M,17.3,M,,,"$GPGGA,135407.00,0717.01233,S,11247.81010,E,1,08,0.88,17.0,M,17.3,M,,*75",1.0,1.01
1749736448.29198,2025-06-12 20:54:08.291,-7.283535,112.79683216666666,1,08,0.88,17.0,M,17.3,M,,,"$GPGGA,135408.00,0717.01210,S,11247.80993,E,1,08,0.88,17.0,M,17.3,M,,*78",1.0,1.01
1749736449.287091,2025-06-12 20:54:09.287,-7.2835335,112.79682916666667,1,07,0.99,17.3,M,17.3,M,,,"$GPGGA,135409.00,0717.01201,S,11247.80975,E,1,07,0.99,17.3,M,17.3,M,,*7D",1.0,1.01
1749736450.2917306,2025-06-12 20:54:10.291,-7.283535333333333,112.79682483333333,1,07,0.99,17.2,M,17.3,M,,,"$GPGGA,135410.00,0717.01212,S,11247.80949,E,1,07,0.99,17.2,M,17.3,M,,*79",1.0,1.01
1749736451.2918036,2025-06-12 20:54:11.291,-7.283534333333334,112.796819,1,07,0.99,17.6,M,17.3,M,,,"$GPGGA,135411.00,0717.01206,S,11247.80914,E,1,07,0.99,17.6,M,17.3,M,,*71",1.0,1.01
1749736452.293887,2025-06-12 20:54:12.293,-7.283535666666666,112.79681466666666,1,08,0.88,17.7,M,17.3,M,,,"$GPGGA,135412.00,0717.01214,S,11247.80888,E,1,08,0.88,17.7,M,17.3,M,,*7B",1.0,1.01
1749736453.2900574,2025-06-12 20:54:13.290,-7.2835358333333335,112.79681016666666,1,07,0.99,17.7,M,17.3,M,,,"$GPGGA,135413.00,0717.01215,S,11247.80861,E,1,07,0.99,17.7,M,17.3,M,,*73",1.0,1.01
1749736454.2831547,2025-06-12 20:54:14.283,-7.2835358333333335,112.796806,1,07,0.99,17.7,M,17.3,M,,,"$GPGGA,135414.00,0717.01215,S,11247.80836,E,1,07,0.99,17.7,M,17.3,M,,*76",1.0,1.01
1749736455.2922878,2025-06-12 20:54:15.292,-7.2835365,112.79680216666667,1,07,0.99,17.5,M,17.3,M,,,"$GPGGA,135415.00,0717.01219,S,11247.80813,E,1,07,0.99,17.5,M,17.3,M,,*7E",1.0,1.01
1749736456.2913861,2025-06-12 20:54:16.291,-7.283537166666667,112.79679833333333,1,07,0.99,17.4,M,17.3,M,,,"$GPGGA,135416.00,0717.01223,S,11247.80790,E,1,07,0.99,17.4,M,17.3,M,,*71",1.0,1.01
1749736457.2909527,2025-06-12 20:54:17.290,-7.283537333333333,112.79679516666667,1,07,0.99,17.1,M,17.3,M,,,"$GPGGA,135417.00,0717.01224,S,11247.80771,E,1,07,0.99,17.1,M,17.3,M,,*7D",1.0,1.01
1749736458.291663,2025-06-12 20:54:18.291,-7.2835375,112.79679066666667,1,07,0.99,17.2,M,17.3,M,,,"$GPGGA,135418.00,0717.01225,S,11247.80744,E,1,07,0.99,17.2,M,17.3,M,,*76",1.0,1.01
1749736459.2903323,2025-06-12 20:54:19.290,-7.283537666666667,112.79678516666667,1,07,0.99,17.4,M,17.3,M,,,"$GPGGA,135419.00,0717.01226,S,11247.80711,E,1,07,0.99,17.4,M,17.3,M,,*72",1.0,1.01
1749736460.290631,2025-06-12 20:54:20.290,-7.283538,112.7967805,1,07,0.99,17.4,M,17.3,M,,,"$GPGGA,135420.00,0717.01228,S,11247.80683,E,1,07,0.99,17.4,M,17.3,M,,*7C",1.0,1.01
1749736461.2922573,2025-06-12 20:54:21.292,-7.283538666666667,112.79677566666666,1,07,0.99,17.5,M,17.3,M,,,"$GPGGA,135421.00,0717.01232,S,11247.80654,E,1,07,0.99,17.5,M,17.3,M,,*7D",1.0,1.01
1749736462.2893243,2025-06-12 20:54:22.289,-7.283538833333333,112.79677116666667,1,07,0.99,17.4,M,17.3,M,,,"$GPGGA,135422.00,0717.01233,S,11247.80627,E,1,07,0.99,17.4,M,17.3,M,,*7A",1.0,1.01
1749736463.2913938,2025-06-12 20:54:23.291,-7.283538833333333,112.7967665,1,07,0.99,17.4,M,17.3,M,,,"$GPGGA,135423.00,0717.01233,S,11247.80599,E,1,07,0.99,17.4,M,17.3,M,,*7D",1.0,1.01
1749736464.291644,2025-06-12 20:54:24.291,-7.2835385,112.796762,1,07,0.99,17.3,M,17.3,M,,,"$GPGGA,135424.00,0717.01231,S,11247.80572,E,1,07,0.99,17.3,M,17.3,M,,*7A",1.0,1.01
1749736465.2830982,2025-06-12 20:54:25.283,-7.283537833333333,112.7967575,1,07,0.99,17.2,M,17.3,M,,,"$GPGGA,135425.00,0717.01227,S,11247.80545,E,1,07,0.99,17.2,M,17.3,M,,*79",1.0,1.01
1749736466.2904773,2025-06-12 20:54:26.290,-7.283538166666666,112.79675233333333,1,07,0.99,17.3,M,17.3,M,,,"$GPGGA,135426.00,0717.01229,S,11247.80514,E,1,07,0.99,17.3,M,17.3,M,,*71",1.0,1.01
1749736467.295281,2025-06-12 20:54:27.295,-7.2835395,112.7967475,1,08,0.84,17.0,M,17.3,M,,,"$GPGGA,135427.00,0717.01237,S,11247.80485,E,1,08,0.84,17.0,M,17.3,M,,*76",1.0,1.01
1749736468.2967608,2025-06-12 20:54:28.296,-7.283543833333334,112.79674283333334,1,08,0.84,17.2,M,17.3,M,,,"$GPGGA,135428.00,0717.01263,S,11247.80457,E,1,08,0.84,17.2,M,17.3,M,,*75",1.0,1.01
1749736469.2922435,2025-06-12 20:54:29.292,-7.283547666666666,112.79674083333333,1,08,0.99,17.1,M,17.3,M,,,"$GPGGA,135429.00,0717.01286,S,11247.80445,E,1,08,0.99,17.1,M,17.3,M,,*73",1.0,1.01
1749736470.295071,2025-06-12 20:54:30.295,-7.283553833333333,112.7967375,1,09,0.79,17.4,M,17.3,M,,,"$GPGGA,135430.00,0717.01323,S,11247.80425,E,1,09,0.79,17.4,M,17.3,M,,*79",1.0,1.01
1749736471.2930028,2025-06-12 20:54:31.293,-7.2835585,112.79673816666667,1,09,0.84,17.4,M,17.3,M,,,"$GPGGA,135431.00,0717.01351,S,11247.80429,E,1,09,0.84,17.4,M,17.3,M,,*73",1.0,1.01
1749736472.2913313,2025-06-12 20:54:32.291,-7.2835615,112.7967405,1,09,0.84,17.0,M,17.3,M,,,"$GPGGA,135432.00,0717.01369,S,11247.80443,E,1,09,0.84,17.0,M,17.3,M,,*73",1.0,1.01
1749736473.2932844,2025-06-12 20:54:33.293,-7.2835655,112.7967405,1,09,0.84,17.0,M,17.3,M,,,"$GPGGA,135433.00,0717.01393,S,11247.80443,E,1,09,0.84,17.0,M,17.3,M,,*77",1.0,1.01
1749736474.2922895,2025-06-12 20:54:34.292,-7.283569833333333,112.79674166666666,1,09,0.84,16.7,M,17.3,M,,,"$GPGGA,135434.00,0717.01419,S,11247.80450,E,1,09,0.84,16.7,M,17.3,M,,*71",1.0,1.01
1749736475.2932415,2025-06-12 20:54:35.293,-7.283574333333333,112.79674183333333,1,09,0.84,16.8,M,17.3,M,,,"$GPGGA,135435.00,0717.01446,S,11247.80451,E,1,09,0.84,16.8,M,17.3,M,,*74",1.0,1.01
1749736476.2896552,2025-06-12 20:54:36.289,-7.283578833333333,112.79674266666666,1,08,0.84,16.1,M,17.3,M,,,"$GPGGA,135436.00,0717.01473,S,11247.80456,E,1,08,0.84,16.1,M,17.3,M,,*7E",1.0,1.01
1749736477.292062,2025-06-12 20:54:37.292,-7.283582833333333,112.79674383333334,1,08,0.84,16.1,M,17.3,M,,,"$GPGGA,135437.00,0717.01497,S,11247.80463,E,1,08,0.84,16.1,M,17.3,M,,*73",1.0,1.01
1749736478.3003564,2025-06-12 20:54:38.300,-7.283585833333333,112.79674716666666,1,08,0.84,16.1,M,17.3,M,,,"$GPGGA,135438.00,0717.01515,S,11247.80483,E,1,08,0.84,16.1,M,17.3,M,,*79",1.0,1.01
1749736479.2807589,2025-06-12 20:54:39.280,-7.283586833333334,112.79674983333334,1,08,0.84,16.2,M,17.3,M,,,"$GPGGA,135439.00,0717.01521,S,11247.80499,E,1,08,0.84,16.2,M,17.3,M,,*77",1.0,1.01
1749736480.2801147,2025-06-12 20:54:40.280,-7.283586666666666,112.79675,1,09,0.84,16.5,M,17.3,M,,,"$GPGGA,135440.00,0717.01520,S,11247.80500,E,1,09,0.84,16.5,M,17.3,M,,*7F",1.0,1.01
1749736481.2807565,2025-06-12 20:54:41.280,-7.283586166666667,112.79674983333334,1,09,0.79,16.8,M,17.3,M,,,"$GPGGA,135441.00,0717.01517,S,11247.80499,E,1,09,0.79,16.8,M,17.3,M,,*74",1.0,1.01
1749736482.2818255,2025-06-12 20:54:42.281,-7.283586166666667,112.796749,1,09,0.95,17.1,M,17.3,M,,,"$GPGGA,135442.00,0717.01517,S,11247.80494,E,1,09,0.95,17.1,M,17.3,M,,*70",1.0,1.01
1749736483.2783213,2025-06-12 20:54:43.278,-7.2835865,112.79674833333334,1,09,0.95,17.2,M,17.3,M,,,"$GPGGA,135443.00,0717.01519,S,11247.80490,E,1,09,0.95,17.2,M,17.3,M,,*78",1.0,1.01
