timestamp_unix,timestamp_readable,temp_c,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,heading
1749734850.6332395,2025-06-12 20:27:30.633,31.111720130589752,0.41898529052734373,7.37414111328125,15.160084912109374,8.290076335877863,26.50381679389313,-7.900763358778626,6.036328125,52.8984375,-63.178124999999994,
1749734850.6489031,2025-06-12 20:27:30.648,31.543025728576993,-5.480327600097656,-3.5817256835937497,11.049240661621093,-6.213740458015267,-11.900763358778626,-17.221374045801525,6.2138671875,52.3623046875,-63.3498046875,
1749734850.6643724,2025-06-12 20:27:30.664,31.111720130589752,-2.6312276245117188,1.24498486328125,3.5889082885742187,18.328244274809162,-75.87786259541984,1.7099236641221374,7.4566406249999995,53.61328125,-63.521484375,
1749734850.678313,2025-06-12 20:27:30.678,31.111720130589752,-8.844180932617187,4.668693237304687,-0.2609679809570312,2.366412213740458,-13.206106870229007,-4.572519083969466,5.8587890625,54.1494140625,-65.7533203125,
1749734850.6931658,2025-06-12 20:27:30.693,31.111720130589752,-5.3007624755859375,-3.507505432128906,18.23364129333496,32.82442748091603,1.7404580152671756,-6.458015267175573,7.1015625,51.46875,-65.23828125,
1749734850.7076142,2025-06-12 20:27:30.707,30.34495462305688,3.246537451171875,1.8411410766601561,9.749189160156249,-12.755725190839694,51.3206106870229,0.6259541984732825,6.9240234375,52.3623046875,-63.693164062499996,
1749734850.7222877,2025-06-12 20:27:30.722,31.111720130589752,-2.9496564453125,7.829039428710937,5.568913061523437,-7.526717557251908,-72.58015267175573,1.3206106870229009,7.1015625,52.8984375,-63.521484375,
1749734850.7385414,2025-06-12 20:27:30.738,30.249108934615272,-19.52471453857422,-5.137956762695312,5.7700260009765625,2.6717557251908395,-55.16030534351145,-15.49618320610687,7.279101562499999,50.9326171875,-64.0365234375,
1749734850.7538793,2025-06-12 20:27:30.753,31.111720130589752,-13.673285681152343,0.5099649536132812,3.3638533325195312,0.8320610687022901,-13.442748091603054,3.6717557251908395,6.9240234375,53.4345703125,-63.693164062499996,
1749734850.7722845,2025-06-12 20:27:30.772,31.20756581903136,-12.457031237792968,-6.766013891601562,19.61270144958496,23.03053435114504,-78.18320610687023,13.931297709923664,8.3443359375,52.0048828125,-63.693164062499996,
1749734850.7883646,2025-06-12 20:27:30.788,31.01587444214814,-6.301538769531249,8.59997236328125,1.0630255371093749,-3.1068702290076335,-61.282442748091604,17.450381679389313,6.036328125,53.255859375,-64.5515625,
1749734850.8033693,2025-06-12 20:27:30.803,31.255488663252166,-7.934384301757812,1.9129671264648436,5.054159704589844,7.679389312977099,-40.656488549618324,-15.603053435114504,7.81171875,53.970703125,-62.148046875,
1749734850.817975,2025-06-12 20:27:30.817,31.686794261239406,8.449137658691406,-3.6176387084960937,19.61270144958496,16.908396946564885,42.954198473282446,0.37404580152671757,6.39140625,52.541015625,-63.521484375,
1749734850.8325431,2025-06-12 20:27:30.832,31.6388714170186,1.637633935546875,2.365471240234375,8.645462194824217,9.267175572519085,-10.16030534351145,-0.48854961832061067,8.3443359375,54.5068359375,-63.0064453125,
1749734850.847107,2025-06-12 20:27:30.847,31.111720130589752,9.991003527832031,-2.592920397949219,16.577452294921873,-5.534351145038168,-107.8473282442748,-1.4961832061068703,6.39140625,51.46875,-62.834765624999996,
1749734850.8617904,2025-06-12 20:27:30.861,31.111720130589752,-14.094665173339843,1.01514150390625,4.92247861328125,12.900763358778626,3.7480916030534353,-7.32824427480916,9.0544921875,52.0048828125,-64.3798828125,
