timestamp_unix,timestamp_readable,temp_c,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,heading
1749734888.199392,2025-06-12 20:28:08.199,31.73471710546021,-17.113753466796872,-2.001552587890625,-4.970362646484375,15.351145038167939,-28.755725190839694,-12.435114503816793,6.5689453124999995,52.3623046875,-63.0064453125,
1749734888.213706,2025-06-12 20:28:08.213,31.782639949681013,-5.154716174316406,-8.264784130859374,12.761094848632812,18.14503816793893,-37.6412213740458,-24.18320610687023,8.699414062499999,52.3623046875,-64.0365234375,
1749734888.2269163,2025-06-12 20:28:08.226,31.159642974810556,16.49126103515625,-3.8690298828125,11.5304751953125,16.557251908396946,-11.908396946564885,-8.595419847328245,7.1015625,51.826171875,-63.178124999999994,
1749734888.2393885,2025-06-12 20:28:08.239,31.782639949681013,-2.9281086303710935,-1.0366893188476562,2.7940333374023436,-3.1755725190839694,-12.030534351145038,8.603053435114504,6.5689453124999995,54.8642578125,-62.6630859375,
1749734888.2516747,2025-06-12 20:28:08.251,31.782639949681013,12.143390820312499,-2.6958710693359373,3.385401147460937,5.885496183206107,-4.137404580152672,-10.557251908396946,,,,81.86791617123161
1749734888.2640653,2025-06-12 20:28:08.264,31.926408482343426,-2.5378537597656248,3.459621398925781,19.61270144958496,24.46564885496183,106.22137404580153,15.022900763358779,7.1015625,53.255859375,-64.894921875,
1749734888.2764595,2025-06-12 20:28:08.276,32.21394554766825,-10.12507882080078,9.564835632324218,3.5410242553710933,-3.480916030534351,-7.145038167938932,8.49618320610687,6.9240234375,51.6474609375,-63.3498046875,
1749734888.2887805,2025-06-12 20:28:08.288,32.40563692455147,0.5291185668945312,-0.82360537109375,3.679887951660156,-19.47328244274809,-101.90076335877863,-2.045801526717557,6.9240234375,52.3623046875,-64.0365234375,82.84949715408581
1749734888.3043792,2025-06-12 20:28:08.304,31.590948572797796,-1.1037269653320312,-1.4006079711914061,11.18511160583496,29.82442748091603,-57.16030534351145,2.549618320610687,7.4566406249999995,52.541015625,-64.894921875,
1749734888.3166556,2025-06-12 20:28:08.316,31.782639949681013,0.8810662109374999,2.231395947265625,7.187393383789062,-12.183206106870228,37.11450381679389,8.213740458015268,5.326171875,54.685546875,-62.834765624999996,
