Timestamp,GPS_ID,Latitude,Longitude,X,Y,Fix,HDOP
2025-05-18 10:38:14,3,-7.283630166666667,112.79647433333334,-0.8097991724287319,-1.0874892381981534
2025-05-18 10:38:14,1,-7.2835965,112.79648616666667,-2.116520563785149,-4.810757489910388
2025-05-18 10:38:14,2,-7.283631333333333,112.79648116666667,-1.5643847649248945,-0.9584651102925709
2025-05-18 10:38:15,1,-7.283596,112.79648633333333,-2.134925090347554,-4.866053553329275
2025-05-18 10:38:15,2,-7.283631333333333,112.79648033333334,-1.4723621310994706,-0.958465107456761
2025-05-18 10:38:15,3,-7.2836316666666665,112.79647466666667,-0.8466082260400739,-0.9216010508398401
2025-05-18 10:38:16,2,-7.283631166666667,112.79648016666667,-1.4539576046576037,-0.9768971277661919
2025-05-18 10:38:16,1,-7.283595666666667,112.7964865,-2.1533296179316146,-4.902917595906635
2025-05-18 10:38:16,3,-7.283633,112.79647583333333,-0.9754399127774419,-0.7741448863617678
2025-05-18 10:38:17,2,-7.283632333333333,112.79647883333334,-1.3067213924276393,-0.8478729773896659
2025-05-18 10:38:17,1,-7.2835955,112.7964865,-2.153329617951721,-4.921349616781612
2025-05-18 10:38:17,3,-7.283634,112.79647633333333,-1.0306534913300052,-0.6635527624289843
2025-05-18 10:38:18,2,-7.2836315,112.79648016666667,-1.4539576050339926,-0.9400330858789656
2025-05-18 10:38:18,1,-7.283596166666666,112.79648766666666,-2.282161303079539,-4.847621539182792
2025-05-18 10:38:18,3,-7.2836345,112.79647616666666,-1.0122489654035784,-0.6082566992963834
2025-05-18 10:38:19,2,-7.283629333333334,112.79647916666667,-1.34353044585347,-1.1796493540128594
2025-05-18 10:38:19,1,-7.283595666666667,112.79649,-2.539824677389853,-4.902917614167458
2025-05-18 10:38:20,3,-7.283634166666666,112.796476,-0.9938444387104906,-0.6451207407660634
2025-05-18 10:38:20,2,-7.283622333333334,112.7964825,-1.71162097809339,-1.9537942419373087
2025-05-18 10:38:20,1,-7.283596,112.79649316666666,-2.8895106832928246,-4.866053591337297
2025-05-18 10:38:21,3,-7.283635,112.796478,-1.2146987581228186,-0.55296064116524
2025-05-18 10:38:21,2,-7.283619833333334,112.79648566666667,-2.0613069839960194,-2.2302745680591984
2025-05-18 10:38:21,1,-7.2835945,112.79649733333333,-3.349623849739813,-5.031941807644681
2025-05-18 10:38:22,2,-7.283620666666667,112.79649033333334,-2.5766337304133913,-2.138114487683677
2025-05-18 10:38:22,1,-7.283594833333333,112.796502,-3.864950595331132,-4.995077803410524
2025-05-18 10:38:22,3,-7.283635,112.79648283333333,-1.7484300303488298,-0.5529606569213613
2025-05-18 10:38:23,2,-7.283619,112.79649566666667,-3.1655785841235975,-2.322434730075656
